RID,VERSION,IP,DURATION,AgeBracket,Postcode,Ethnicity,MeanExpectedCurrent,MeanExpectedFuture,Variance,MeanExpectedBest,MeanExpectedWorst,block,design_offset,WaterBills,BidLevelFrequency,bid,CV_WaterBills,CV_CouncilTax,Q16_ClimateCurrentEnvironment,Q16_ClimateCurrentSelf,Q16_MicroplasticsCurrentEnvironment,Q16_MicroplasticsCurrentSelf,Q16_MicroplasticsTen,Q16_MicroplasticsTwentyFive,Q16_MicroplasticsFifty,Q17_PandemicEnvironment,Q17_PandemicMicroplastics,Coronavirus,Charity,Consequentiality,Education,Income,Understanding,participant_id,Gender,CV,Bid,Order,Income_Annual,Variance_StatedConfidenceLevel,Variance_ConfidenceAsSD,Variance_ConfidenceAsVariance,Variance_IndividualLevel,Mean_Change,MeanExpectedCurrent_Scaled,MeanExpectedFuture_Scaled,Mean_MinusLowerBound,Mean_PlusUpperBound,MeanExpectedFuture_SampleMean,Q16_Comparison,LogBidIncome,VarianceLowerBound,VarianceUpperBound,Uncertainty,MEF,MEC,var.cameron,PaymentVehicle_Dummy,Education_HigherEd,Gender_Female,Gender_Dummy,EthnicityDummy,Task,Choice,av_A,av_B,av_C,ID,Respondent,Performance_A,Emission_A,Price_A,Performance_B,Emission_B,Price_B,Performance_C,Emission_C,Price_C
92,7,Anonymised,598.721,3,Anonymised,1,1,0,3,-1,5,2,4,500,5,£30.00,1,0,11,8,10,6,9,10,10,3,3,1,1,1,5,3500,10,92,0,1,30,1,42000,3,1.5,2.25,13,1,6,5,-3,3,2.49676025917927,2,-0.00071454093786876,3,-3,3,0.5,0.5999800039992,2.25,1,1,Male,1,0,1,1,1,1,1,353,89,0,0,0,50,10,1,5,40,5
92,7,Anonymised,598.721,3,Anonymised,1,1,0,3,-1,5,2,4,500,5,£30.00,1,0,11,8,10,6,9,10,10,3,3,1,1,1,5,3500,10,92,0,1,30,1,42000,3,1.5,2.25,13,1,6,5,-3,3,2.49676025917927,2,-0.00071454093786876,3,-3,3,0.5,0.5999800039992,2.25,1,1,Male,1,0,2,2,1,1,1,354,89,0,0,0,5,90,2.5,10,10,0.5
92,7,Anonymised,598.721,3,Anonymised,1,1,0,3,-1,5,2,4,500,5,£30.00,1,0,11,8,10,6,9,10,10,3,3,1,1,1,5,3500,10,92,0,1,30,1,42000,3,1.5,2.25,13,1,6,5,-3,3,2.49676025917927,2,-0.00071454093786876,3,-3,3,0.5,0.5999800039992,2.25,1,1,Male,1,0,3,1,1,1,1,355,89,0,0,0,50,90,2.5,5,40,1
92,7,Anonymised,598.721,3,Anonymised,1,1,0,3,-1,5,2,4,500,5,£30.00,1,0,11,8,10,6,9,10,10,3,3,1,1,1,5,3500,10,92,0,1,30,1,42000,3,1.5,2.25,13,1,6,5,-3,3,2.49676025917927,2,-0.00071454093786876,3,-3,3,0.5,0.5999800039992,2.25,1,1,Male,1,0,4,1,1,1,1,356,89,0,0,0,50,40,2.5,10,90,5
159,7,Anonymised,165.657,1,Anonymised,3,5,5,2,5,5,2,4,100,7,£50.00,1,0,11,11,11,11,11,11,11,5,5,1,0,1,5,3500,8,159,0,1,50,1,42000,2,0.5,0.25,0,10,10,10,3,7,2.49676025917927,0,-0.00119118537015312,6,4,1,0.999900019996001,0.999900019996001,0.25,1,1,Male,1,1,1,3,1,1,1,357,90,0,0,0,50,10,1,5,40,5
159,7,Anonymised,165.657,1,Anonymised,3,5,5,2,5,5,2,4,100,7,£50.00,1,0,11,11,11,11,11,11,11,5,5,1,0,1,5,3500,8,159,0,1,50,1,42000,2,0.5,0.25,0,10,10,10,3,7,2.49676025917927,0,-0.00119118537015312,6,4,1,0.999900019996001,0.999900019996001,0.25,1,1,Male,1,1,2,2,1,1,1,358,90,0,0,0,5,90,2.5,10,10,0.5
159,7,Anonymised,165.657,1,Anonymised,3,5,5,2,5,5,2,4,100,7,£50.00,1,0,11,11,11,11,11,11,11,5,5,1,0,1,5,3500,8,159,0,1,50,1,42000,2,0.5,0.25,0,10,10,10,3,7,2.49676025917927,0,-0.00119118537015312,6,4,1,0.999900019996001,0.999900019996001,0.25,1,1,Male,1,1,3,2,1,1,1,359,90,0,0,0,50,90,2.5,5,40,1
159,7,Anonymised,165.657,1,Anonymised,3,5,5,2,5,5,2,4,100,7,£50.00,1,0,11,11,11,11,11,11,11,5,5,1,0,1,5,3500,8,159,0,1,50,1,42000,2,0.5,0.25,0,10,10,10,3,7,2.49676025917927,0,-0.00119118537015312,6,4,1,0.999900019996001,0.999900019996001,0.25,1,1,Male,1,1,4,3,1,1,1,360,90,0,0,0,50,40,2.5,10,90,5
111,7,Anonymised,441.568,4,Anonymised,1,4,2,2,2,2,2,4,400,2,£5.00,1,0,10,10,11,10,10,11,10,3,3,1,0,1,5,1250,10,111,1,1,5,1,15000,2,0.5,0.25,0,6,9,7,0,4,2.49676025917927,0,-0.000333388901237618,3,1,1,0.6999600079984,0.899920015996801,0.25,1,1,Female,0,0,1,2,1,1,1,361,91,0,0,0,50,10,1,5,40,5
111,7,Anonymised,441.568,4,Anonymised,1,4,2,2,2,2,2,4,400,2,£5.00,1,0,10,10,11,10,10,11,10,3,3,1,0,1,5,1250,10,111,1,1,5,1,15000,2,0.5,0.25,0,6,9,7,0,4,2.49676025917927,0,-0.000333388901237618,3,1,1,0.6999600079984,0.899920015996801,0.25,1,1,Female,0,0,2,2,1,1,1,362,91,0,0,0,5,90,2.5,10,10,0.5
111,7,Anonymised,441.568,4,Anonymised,1,4,2,2,2,2,2,4,400,2,£5.00,1,0,10,10,11,10,10,11,10,3,3,1,0,1,5,1250,10,111,1,1,5,1,15000,2,0.5,0.25,0,6,9,7,0,4,2.49676025917927,0,-0.000333388901237618,3,1,1,0.6999600079984,0.899920015996801,0.25,1,1,Female,0,0,3,3,1,1,1,363,91,0,0,0,50,90,2.5,5,40,1
111,7,Anonymised,441.568,4,Anonymised,1,4,2,2,2,2,2,4,400,2,£5.00,1,0,10,10,11,10,10,11,10,3,3,1,0,1,5,1250,10,111,1,1,5,1,15000,2,0.5,0.25,0,6,9,7,0,4,2.49676025917927,0,-0.000333388901237618,3,1,1,0.6999600079984,0.899920015996801,0.25,1,1,Female,0,0,4,2,1,1,1,364,91,0,0,0,50,40,2.5,10,90,5
131,7,Anonymised,308.979,3,Anonymised,1,4,4,2,5,5,1,0,600,4,£20.00,2,0,11,10,11,11,11,11,11,5,5,1,0,1,4,1250,10,131,1,0,20,1,15000,2,0.5,0.25,1,8,9,9,2,6,2.49676025917927,-1,-0.00133422301313661,5,3,1,0.899920015996801,0.899920015996801,0.25,1,0,Female,0,0,1,2,1,1,1,365,92,0,0,0,5,10,1,10,90,2.5
131,7,Anonymised,308.979,3,Anonymised,1,4,4,2,5,5,1,0,600,4,£20.00,2,0,11,10,11,11,11,11,11,5,5,1,0,1,4,1250,10,131,1,0,20,1,15000,2,0.5,0.25,1,8,9,9,2,6,2.49676025917927,-1,-0.00133422301313661,5,3,1,0.899920015996801,0.899920015996801,0.25,1,0,Female,0,0,2,3,1,1,1,366,92,0,0,0,10,40,5,50,10,0.5
131,7,Anonymised,308.979,3,Anonymised,1,4,4,2,5,5,1,0,600,4,£20.00,2,0,11,10,11,11,11,11,11,5,5,1,0,1,4,1250,10,131,1,0,20,1,15000,2,0.5,0.25,1,8,9,9,2,6,2.49676025917927,-1,-0.00133422301313661,5,3,1,0.899920015996801,0.899920015996801,0.25,1,0,Female,0,0,3,3,1,1,1,367,92,0,0,0,50,40,1,5,10,0.5
131,7,Anonymised,308.979,3,Anonymised,1,4,4,2,5,5,1,0,600,4,£20.00,2,0,11,10,11,11,11,11,11,5,5,1,0,1,4,1250,10,131,1,0,20,1,15000,2,0.5,0.25,1,8,9,9,2,6,2.49676025917927,-1,-0.00133422301313661,5,3,1,0.899920015996801,0.899920015996801,0.25,1,0,Female,0,0,4,2,1,1,1,368,92,0,0,0,10,10,0.5,50,40,1
138,7,Anonymised,275.081,1,Anonymised,3,1,1,2,1,2,1,0,0,10,£80.00,0,2,9,6,8,6,9,9,9,3,3,1,0,0,4,2250,10,138,1,0,80,1,27000,2,0.5,0.25,0.5,2,6,6,-1,3,2.49676025917927,0,-0.002967361227802,2,0,1,0.5999800039992,0.5999800039992,0.25,0,0,Female,0,1,1,2,1,1,1,369,93,0,0,0,5,10,1,10,90,2.5
138,7,Anonymised,275.081,1,Anonymised,3,1,1,2,1,2,1,0,0,10,£80.00,0,2,9,6,8,6,9,9,9,3,3,1,0,0,4,2250,10,138,1,0,80,1,27000,2,0.5,0.25,0.5,2,6,6,-1,3,2.49676025917927,0,-0.002967361227802,2,0,1,0.5999800039992,0.5999800039992,0.25,0,0,Female,0,1,2,3,1,1,1,370,93,0,0,0,10,40,5,50,10,0.5
138,7,Anonymised,275.081,1,Anonymised,3,1,1,2,1,2,1,0,0,10,£80.00,0,2,9,6,8,6,9,9,9,3,3,1,0,0,4,2250,10,138,1,0,80,1,27000,2,0.5,0.25,0.5,2,6,6,-1,3,2.49676025917927,0,-0.002967361227802,2,0,1,0.5999800039992,0.5999800039992,0.25,0,0,Female,0,1,3,3,1,1,1,371,93,0,0,0,50,40,1,5,10,0.5
138,7,Anonymised,275.081,1,Anonymised,3,1,1,2,1,2,1,0,0,10,£80.00,0,2,9,6,8,6,9,9,9,3,3,1,0,0,4,2250,10,138,1,0,80,1,27000,2,0.5,0.25,0.5,2,6,6,-1,3,2.49676025917927,0,-0.002967361227802,2,0,1,0.5999800039992,0.5999800039992,0.25,0,0,Female,0,1,4,2,1,1,1,372,93,0,0,0,10,10,0.5,50,40,1
172,7,Anonymised,182.611,1,Anonymised,1,3,5,2,4,3,1,0,300,2,£5.00,1,0,7,4,9,7,6,8,9,3,4,1,1,1,5,5000,8,172,0,1,5,1,60000,2,0.5,0.25,2.5,8,8,10,3,7,2.49676025917927,-3,-8.33368057484597e-05,6,4,1,0.999900019996001,0.799940011997601,0.25,1,1,Male,1,0,1,2,1,1,1,373,94,0,0,0,5,10,1,10,90,2.5
172,7,Anonymised,182.611,1,Anonymised,1,3,5,2,4,3,1,0,300,2,£5.00,1,0,7,4,9,7,6,8,9,3,4,1,1,1,5,5000,8,172,0,1,5,1,60000,2,0.5,0.25,2.5,8,8,10,3,7,2.49676025917927,-3,-8.33368057484597e-05,6,4,1,0.999900019996001,0.799940011997601,0.25,1,1,Male,1,0,2,3,1,1,1,374,94,0,0,0,10,40,5,50,10,0.5
172,7,Anonymised,182.611,1,Anonymised,1,3,5,2,4,3,1,0,300,2,£5.00,1,0,7,4,9,7,6,8,9,3,4,1,1,1,5,5000,8,172,0,1,5,1,60000,2,0.5,0.25,2.5,8,8,10,3,7,2.49676025917927,-3,-8.33368057484597e-05,6,4,1,0.999900019996001,0.799940011997601,0.25,1,1,Male,1,0,3,2,1,1,1,375,94,0,0,0,50,40,1,5,10,0.5
172,7,Anonymised,182.611,1,Anonymised,1,3,5,2,4,3,1,0,300,2,£5.00,1,0,7,4,9,7,6,8,9,3,4,1,1,1,5,5000,8,172,0,1,5,1,60000,2,0.5,0.25,2.5,8,8,10,3,7,2.49676025917927,-3,-8.33368057484597e-05,6,4,1,0.999900019996001,0.799940011997601,0.25,1,1,Male,1,0,4,3,1,1,1,376,94,0,0,0,10,10,0.5,50,40,1
70,7,Anonymised,807.057,1,Anonymised,1,3,4,2,3,3,2,4,400,9,£70.00,1,0,11,9,11,6,9,11,11,3,3,1,1,0,4,1750,8,70,1,1,70,1,21000,2,0.5,0.25,1,7,8,9,2,6,2.49676025917927,3,-0.0033389012655146,5,3,1,0.899920015996801,0.799940011997601,0.25,1,0,Female,0,0,1,1,1,1,1,377,95,0,0,0,50,10,1,5,40,5
70,7,Anonymised,807.057,1,Anonymised,1,3,4,2,3,3,2,4,400,9,£70.00,1,0,11,9,11,6,9,11,11,3,3,1,1,0,4,1750,8,70,1,1,70,1,21000,2,0.5,0.25,1,7,8,9,2,6,2.49676025917927,3,-0.0033389012655146,5,3,1,0.899920015996801,0.799940011997601,0.25,1,0,Female,0,0,2,2,1,1,1,378,95,0,0,0,5,90,2.5,10,10,0.5
70,7,Anonymised,807.057,1,Anonymised,1,3,4,2,3,3,2,4,400,9,£70.00,1,0,11,9,11,6,9,11,11,3,3,1,1,0,4,1750,8,70,1,1,70,1,21000,2,0.5,0.25,1,7,8,9,2,6,2.49676025917927,3,-0.0033389012655146,5,3,1,0.899920015996801,0.799940011997601,0.25,1,0,Female,0,0,3,3,1,1,1,379,95,0,0,0,50,90,2.5,5,40,1
70,7,Anonymised,807.057,1,Anonymised,1,3,4,2,3,3,2,4,400,9,£70.00,1,0,11,9,11,6,9,11,11,3,3,1,1,0,4,1750,8,70,1,1,70,1,21000,2,0.5,0.25,1,7,8,9,2,6,2.49676025917927,3,-0.0033389012655146,5,3,1,0.899920015996801,0.799940011997601,0.25,1,0,Female,0,0,4,1,1,1,1,380,95,0,0,0,50,40,2.5,10,90,5
119,7,Anonymised,421.282,4,Anonymised,1,1,2,4,3,2,1,0,100,4,£20.00,2,0,10,8,10,9,11,10,11,3,3,1,0,0,5,1750,8,119,1,0,20,1,21000,4,2.5,6.25,0.5,3,6,7,-2,6,2.49676025917927,-1,-0.000952834755271854,7,-3,5,0.6999600079984,0.5999800039992,6.25,1,1,Female,0,0,1,1,1,1,1,381,96,0,0,0,5,10,1,10,90,2.5
119,7,Anonymised,421.282,4,Anonymised,1,1,2,4,3,2,1,0,100,4,£20.00,2,0,10,8,10,9,11,10,11,3,3,1,0,0,5,1750,8,119,1,0,20,1,21000,4,2.5,6.25,0.5,3,6,7,-2,6,2.49676025917927,-1,-0.000952834755271854,7,-3,5,0.6999600079984,0.5999800039992,6.25,1,1,Female,0,0,2,1,1,1,1,382,96,0,0,0,10,40,5,50,10,0.5
119,7,Anonymised,421.282,4,Anonymised,1,1,2,4,3,2,1,0,100,4,£20.00,2,0,10,8,10,9,11,10,11,3,3,1,0,0,5,1750,8,119,1,0,20,1,21000,4,2.5,6.25,0.5,3,6,7,-2,6,2.49676025917927,-1,-0.000952834755271854,7,-3,5,0.6999600079984,0.5999800039992,6.25,1,1,Female,0,0,3,1,1,1,1,383,96,0,0,0,50,40,1,5,10,0.5
119,7,Anonymised,421.282,4,Anonymised,1,1,2,4,3,2,1,0,100,4,£20.00,2,0,10,8,10,9,11,10,11,3,3,1,0,0,5,1750,8,119,1,0,20,1,21000,4,2.5,6.25,0.5,3,6,7,-2,6,2.49676025917927,-1,-0.000952834755271854,7,-3,5,0.6999600079984,0.5999800039992,6.25,1,1,Female,0,0,4,1,1,1,1,384,96,0,0,0,10,10,0.5,50,40,1
147,7,Anonymised,272.279,1,Anonymised,1,2,4,2,2,5,2,4,0,3,£10.00,0,1,10,10,8,8,10,11,11,3,3,1,0,1,5,2500,10,147,1,1,10,1,30000,2,0.5,0.25,2.5,6,7,9,2,6,2.49676025917927,2,-0.000333388901237618,5,3,1,0.899920015996801,0.6999600079984,0.25,0,1,Female,0,0,1,3,1,1,1,385,97,0,0,0,50,10,1,5,40,5
147,7,Anonymised,272.279,1,Anonymised,1,2,4,2,2,5,2,4,0,3,£10.00,0,1,10,10,8,8,10,11,11,3,3,1,0,1,5,2500,10,147,1,1,10,1,30000,2,0.5,0.25,2.5,6,7,9,2,6,2.49676025917927,2,-0.000333388901237618,5,3,1,0.899920015996801,0.6999600079984,0.25,0,1,Female,0,0,2,2,1,1,1,386,97,0,0,0,5,90,2.5,10,10,0.5
147,7,Anonymised,272.279,1,Anonymised,1,2,4,2,2,5,2,4,0,3,£10.00,0,1,10,10,8,8,10,11,11,3,3,1,0,1,5,2500,10,147,1,1,10,1,30000,2,0.5,0.25,2.5,6,7,9,2,6,2.49676025917927,2,-0.000333388901237618,5,3,1,0.899920015996801,0.6999600079984,0.25,0,1,Female,0,0,3,3,1,1,1,387,97,0,0,0,50,90,2.5,5,40,1
147,7,Anonymised,272.279,1,Anonymised,1,2,4,2,2,5,2,4,0,3,£10.00,0,1,10,10,8,8,10,11,11,3,3,1,0,1,5,2500,10,147,1,1,10,1,30000,2,0.5,0.25,2.5,6,7,9,2,6,2.49676025917927,2,-0.000333388901237618,5,3,1,0.899920015996801,0.6999600079984,0.25,0,1,Female,0,0,4,3,1,1,1,388,97,0,0,0,50,40,2.5,10,90,5
116,7,Anonymised,462.85,2,Anonymised,1,2,2,2,2,2,2,4,400,1,£1.00,1,0,11,8,8,8,8,9,10,3,3,0,0,1,5,3500,10,116,1,1,1,1,42000,2,0.5,0.25,0,4,7,7,0,4,2.49676025917927,0,-2.38098072607483e-05,3,1,1,0.6999600079984,0.6999600079984,0.25,1,1,Female,0,0,1,2,1,1,1,389,98,0,0,0,50,10,1,5,40,5
116,7,Anonymised,462.85,2,Anonymised,1,2,2,2,2,2,2,4,400,1,£1.00,1,0,11,8,8,8,8,9,10,3,3,0,0,1,5,3500,10,116,1,1,1,1,42000,2,0.5,0.25,0,4,7,7,0,4,2.49676025917927,0,-2.38098072607483e-05,3,1,1,0.6999600079984,0.6999600079984,0.25,1,1,Female,0,0,2,3,1,1,1,390,98,0,0,0,5,90,2.5,10,10,0.5
116,7,Anonymised,462.85,2,Anonymised,1,2,2,2,2,2,2,4,400,1,£1.00,1,0,11,8,8,8,8,9,10,3,3,0,0,1,5,3500,10,116,1,1,1,1,42000,2,0.5,0.25,0,4,7,7,0,4,2.49676025917927,0,-2.38098072607483e-05,3,1,1,0.6999600079984,0.6999600079984,0.25,1,1,Female,0,0,3,3,1,1,1,391,98,0,0,0,50,90,2.5,5,40,1
116,7,Anonymised,462.85,2,Anonymised,1,2,2,2,2,2,2,4,400,1,£1.00,1,0,11,8,8,8,8,9,10,3,3,0,0,1,5,3500,10,116,1,1,1,1,42000,2,0.5,0.25,0,4,7,7,0,4,2.49676025917927,0,-2.38098072607483e-05,3,1,1,0.6999600079984,0.6999600079984,0.25,1,1,Female,0,0,4,2,1,1,1,392,98,0,0,0,50,40,2.5,10,90,5
158,7,Anonymised,240.612,1,Anonymised,1,5,4,2,4,4,1,0,200,6,£40.00,1,0,11,8,11,9,11,11,11,3,3,1,1,0,5,1750,10,158,1,1,40,1,21000,2,0.5,0.25,0,9,10,9,2,6,2.49676025917927,-1,-0.00190657827058153,5,3,1,0.899920015996801,0.999900019996001,0.25,1,1,Female,0,0,1,3,1,1,1,393,99,0,0,0,5,10,1,10,90,2.5
158,7,Anonymised,240.612,1,Anonymised,1,5,4,2,4,4,1,0,200,6,£40.00,1,0,11,8,11,9,11,11,11,3,3,1,1,0,5,1750,10,158,1,1,40,1,21000,2,0.5,0.25,0,9,10,9,2,6,2.49676025917927,-1,-0.00190657827058153,5,3,1,0.899920015996801,0.999900019996001,0.25,1,1,Female,0,0,2,2,1,1,1,394,99,0,0,0,10,40,5,50,10,0.5
158,7,Anonymised,240.612,1,Anonymised,1,5,4,2,4,4,1,0,200,6,£40.00,1,0,11,8,11,9,11,11,11,3,3,1,1,0,5,1750,10,158,1,1,40,1,21000,2,0.5,0.25,0,9,10,9,2,6,2.49676025917927,-1,-0.00190657827058153,5,3,1,0.899920015996801,0.999900019996001,0.25,1,1,Female,0,0,3,2,1,1,1,395,99,0,0,0,50,40,1,5,10,0.5
158,7,Anonymised,240.612,1,Anonymised,1,5,4,2,4,4,1,0,200,6,£40.00,1,0,11,8,11,9,11,11,11,3,3,1,1,0,5,1750,10,158,1,1,40,1,21000,2,0.5,0.25,0,9,10,9,2,6,2.49676025917927,-1,-0.00190657827058153,5,3,1,0.899920015996801,0.999900019996001,0.25,1,1,Female,0,0,4,3,1,1,1,396,99,0,0,0,10,10,0.5,50,40,1
133,7,Anonymised,358.506,1,Anonymised,1,2,2,2,2,2,2,4,700,3,£10.00,1,0,11,9,11,8,10,11,11,3,3,1,1,1,5,4500,9,133,1,1,10,1,54000,2,0.5,0.25,0,4,7,7,0,4,2.49676025917927,1,-0.000185202334078763,3,1,1,0.6999600079984,0.6999600079984,0.25,1,1,Female,0,0,1,3,1,1,1,397,100,0,0,0,50,10,1,5,40,5
133,7,Anonymised,358.506,1,Anonymised,1,2,2,2,2,2,2,4,700,3,£10.00,1,0,11,9,11,8,10,11,11,3,3,1,1,1,5,4500,9,133,1,1,10,1,54000,2,0.5,0.25,0,4,7,7,0,4,2.49676025917927,1,-0.000185202334078763,3,1,1,0.6999600079984,0.6999600079984,0.25,1,1,Female,0,0,2,2,1,1,1,398,100,0,0,0,5,90,2.5,10,10,0.5
133,7,Anonymised,358.506,1,Anonymised,1,2,2,2,2,2,2,4,700,3,£10.00,1,0,11,9,11,8,10,11,11,3,3,1,1,1,5,4500,9,133,1,1,10,1,54000,2,0.5,0.25,0,4,7,7,0,4,2.49676025917927,1,-0.000185202334078763,3,1,1,0.6999600079984,0.6999600079984,0.25,1,1,Female,0,0,3,3,1,1,1,399,100,0,0,0,50,90,2.5,5,40,1
133,7,Anonymised,358.506,1,Anonymised,1,2,2,2,2,2,2,4,700,3,£10.00,1,0,11,9,11,8,10,11,11,3,3,1,1,1,5,4500,9,133,1,1,10,1,54000,2,0.5,0.25,0,4,7,7,0,4,2.49676025917927,1,-0.000185202334078763,3,1,1,0.6999600079984,0.6999600079984,0.25,1,1,Female,0,0,4,2,1,1,1,400,100,0,0,0,50,40,2.5,10,90,5
149,7,Anonymised,304.125,2,Anonymised,1,3,2,3,2,3,2,4,400,1,£1.00,1,0,11,9,9,8,8,8,8,2,3,1,0,1,5,2250,10,149,0,1,1,1,27000,3,1.5,2.25,0.5,5,8,7,-1,5,2.49676025917927,1,-3.70377229250494e-05,5,-1,3,0.6999600079984,0.799940011997601,2.25,1,1,Male,1,0,1,1,1,1,1,401,101,0,0,0,50,10,1,5,40,5
149,7,Anonymised,304.125,2,Anonymised,1,3,2,3,2,3,2,4,400,1,£1.00,1,0,11,9,9,8,8,8,8,2,3,1,0,1,5,2250,10,149,0,1,1,1,27000,3,1.5,2.25,0.5,5,8,7,-1,5,2.49676025917927,1,-3.70377229250494e-05,5,-1,3,0.6999600079984,0.799940011997601,2.25,1,1,Male,1,0,2,1,1,1,1,402,101,0,0,0,5,90,2.5,10,10,0.5
149,7,Anonymised,304.125,2,Anonymised,1,3,2,3,2,3,2,4,400,1,£1.00,1,0,11,9,9,8,8,8,8,2,3,1,0,1,5,2250,10,149,0,1,1,1,27000,3,1.5,2.25,0.5,5,8,7,-1,5,2.49676025917927,1,-3.70377229250494e-05,5,-1,3,0.6999600079984,0.799940011997601,2.25,1,1,Male,1,0,3,1,1,1,1,403,101,0,0,0,50,90,2.5,5,40,1
149,7,Anonymised,304.125,2,Anonymised,1,3,2,3,2,3,2,4,400,1,£1.00,1,0,11,9,9,8,8,8,8,2,3,1,0,1,5,2250,10,149,0,1,1,1,27000,3,1.5,2.25,0.5,5,8,7,-1,5,2.49676025917927,1,-3.70377229250494e-05,5,-1,3,0.6999600079984,0.799940011997601,2.25,1,1,Male,1,0,4,1,1,1,1,404,101,0,0,0,50,40,2.5,10,90,5
112,7,Anonymised,544.429,5,Anonymised,1,2,3,2,3,3,2,4,200,8,£60.00,1,0,10,7,10,7,10,10,10,3,4,0,0,1,3,2250,9,112,1,1,60,1,27000,2,0.5,0.25,0,5,7,8,1,5,2.49676025917927,0,-0.00222469502211116,4,2,1,0.799940011997601,0.6999600079984,0.25,1,0,Female,0,0,1,3,1,1,1,405,102,0,0,0,50,10,1,5,40,5
112,7,Anonymised,544.429,5,Anonymised,1,2,3,2,3,3,2,4,200,8,£60.00,1,0,10,7,10,7,10,10,10,3,4,0,0,1,3,2250,9,112,1,1,60,1,27000,2,0.5,0.25,0,5,7,8,1,5,2.49676025917927,0,-0.00222469502211116,4,2,1,0.799940011997601,0.6999600079984,0.25,1,0,Female,0,0,2,2,1,1,1,406,102,0,0,0,5,90,2.5,10,10,0.5
112,7,Anonymised,544.429,5,Anonymised,1,2,3,2,3,3,2,4,200,8,£60.00,1,0,10,7,10,7,10,10,10,3,4,0,0,1,3,2250,9,112,1,1,60,1,27000,2,0.5,0.25,0,5,7,8,1,5,2.49676025917927,0,-0.00222469502211116,4,2,1,0.799940011997601,0.6999600079984,0.25,1,0,Female,0,0,3,2,1,1,1,407,102,0,0,0,50,90,2.5,5,40,1
112,7,Anonymised,544.429,5,Anonymised,1,2,3,2,3,3,2,4,200,8,£60.00,1,0,10,7,10,7,10,10,10,3,4,0,0,1,3,2250,9,112,1,1,60,1,27000,2,0.5,0.25,0,5,7,8,1,5,2.49676025917927,0,-0.00222469502211116,4,2,1,0.799940011997601,0.6999600079984,0.25,1,0,Female,0,0,4,3,1,1,1,408,102,0,0,0,50,40,2.5,10,90,5
125,7,Anonymised,441.001,1,Anonymised,1,2,2,4,2,1,1,0,400,10,£80.00,2,0,9,9,8,9,10,11,11,1,1,1,0,1,4,2500,5,125,0,0,80,1,30000,4,2.5,6.25,0.5,4,7,7,-2,6,2.49676025917927,0,-0.00267022855587892,7,-3,5,0.6999600079984,0.6999600079984,6.25,1,0,Male,1,0,1,2,1,1,1,409,103,0,0,0,5,10,1,10,90,2.5
125,7,Anonymised,441.001,1,Anonymised,1,2,2,4,2,1,1,0,400,10,£80.00,2,0,9,9,8,9,10,11,11,1,1,1,0,1,4,2500,5,125,0,0,80,1,30000,4,2.5,6.25,0.5,4,7,7,-2,6,2.49676025917927,0,-0.00267022855587892,7,-3,5,0.6999600079984,0.6999600079984,6.25,1,0,Male,1,0,2,3,1,1,1,410,103,0,0,0,10,40,5,50,10,0.5
125,7,Anonymised,441.001,1,Anonymised,1,2,2,4,2,1,1,0,400,10,£80.00,2,0,9,9,8,9,10,11,11,1,1,1,0,1,4,2500,5,125,0,0,80,1,30000,4,2.5,6.25,0.5,4,7,7,-2,6,2.49676025917927,0,-0.00267022855587892,7,-3,5,0.6999600079984,0.6999600079984,6.25,1,0,Male,1,0,3,2,1,1,1,411,103,0,0,0,50,40,1,5,10,0.5
125,7,Anonymised,441.001,1,Anonymised,1,2,2,4,2,1,1,0,400,10,£80.00,2,0,9,9,8,9,10,11,11,1,1,1,0,1,4,2500,5,125,0,0,80,1,30000,4,2.5,6.25,0.5,4,7,7,-2,6,2.49676025917927,0,-0.00267022855587892,7,-3,5,0.6999600079984,0.6999600079984,6.25,1,0,Male,1,0,4,1,1,1,1,412,103,0,0,0,10,10,0.5,50,40,1
167,7,Anonymised,285.54,2,Anonymised,1,3,4,2,2,3,1,0,400,4,£20.00,1,0,2,1,11,8,11,11,10,3,3,1,1,1,5,3500,10,167,0,1,20,1,42000,2,0.5,0.25,2.5,7,8,9,2,6,2.49676025917927,-7,-0.000476303890881419,5,3,1,0.899920015996801,0.799940011997601,0.25,1,1,Male,1,0,1,3,1,1,1,413,104,0,0,0,5,10,1,10,90,2.5
167,7,Anonymised,285.54,2,Anonymised,1,3,4,2,2,3,1,0,400,4,£20.00,1,0,2,1,11,8,11,11,10,3,3,1,1,1,5,3500,10,167,0,1,20,1,42000,2,0.5,0.25,2.5,7,8,9,2,6,2.49676025917927,-7,-0.000476303890881419,5,3,1,0.899920015996801,0.799940011997601,0.25,1,1,Male,1,0,2,3,1,1,1,414,104,0,0,0,10,40,5,50,10,0.5
167,7,Anonymised,285.54,2,Anonymised,1,3,4,2,2,3,1,0,400,4,£20.00,1,0,2,1,11,8,11,11,10,3,3,1,1,1,5,3500,10,167,0,1,20,1,42000,2,0.5,0.25,2.5,7,8,9,2,6,2.49676025917927,-7,-0.000476303890881419,5,3,1,0.899920015996801,0.799940011997601,0.25,1,1,Male,1,0,3,2,1,1,1,415,104,0,0,0,50,40,1,5,10,0.5
