RID,VERSION,IP,DURATION,AgeBracket,Postcode,Ethnicity,MeanExpectedCurrent,MeanExpectedFuture,Variance,MeanExpectedBest,MeanExpectedWorst,block,design_offset,WaterBills,BidLevelFrequency,bid,CV_WaterBills,CV_CouncilTax,CVProtests,CVProtestTexts,Q16_ClimateCurrentEnvironment,Q16_ClimateCurrentSelf,Q16_MicroplasticsCurrentEnvironment,Q16_MicroplasticsCurrentSelf,Q16_MicroplasticsTen,Q16_MicroplasticsTwentyFive,Q16_MicroplasticsFifty,Q17_PandemicEnvironment,Q17_PandemicMicroplastics,Coronavirus,Charity,Consequentiality,ConsequentialityText,Education,Income,Understanding,FreeText,participant_id,scenario_1_choice,scenario_2_choice,scenario_3_choice,scenario_4_choice,scenario_1_alt1_x1,scenario_2_alt1_x1,scenario_3_alt1_x1,scenario_4_alt1_x1,scenario_1_alt1_x2,scenario_2_alt1_x2,scenario_3_alt1_x2,scenario_4_alt1_x2,scenario_1_alt1_x3,scenario_2_alt1_x3,scenario_3_alt1_x3,scenario_4_alt1_x3,scenario_1_alt2_x1,scenario_2_alt2_x1,scenario_3_alt2_x1,scenario_4_alt2_x1,scenario_1_alt2_x2,scenario_2_alt2_x2,scenario_3_alt2_x2,scenario_4_alt2_x2,scenario_1_alt2_x3,scenario_2_alt2_x3,scenario_3_alt2_x3,scenario_4_alt2_x3,scenario_1_alt3_x1,scenario_2_alt3_x1,scenario_3_alt3_x1,scenario_4_alt3_x1,scenario_1_alt3_x2,scenario_2_alt3_x2,scenario_3_alt3_x2,scenario_4_alt3_x2,scenario_1_alt3_x3,scenario_2_alt3_x3,scenario_3_alt3_x3,scenario_4_alt3_x3,Gender,CV,Bid,Order,Income_Annual,Variance_StatedConfidenceLevel,Variance_ConfidenceAsSD,Variance_ConfidenceAsVariance,Variance_IndividualLevel,Mean_Change,MeanExpectedCurrent_Scaled,MeanExpectedFuture_Scaled,Mean_MinusLowerBound,Mean_PlusUpperBound,MeanExpectedFuture_SampleMean,Q16_Comparison,LogBidIncome,VarianceLowerBound,VarianceUpperBound,Uncertainty,MEF,MEC,var.cameron,PaymentVehicle_Dummy,Education_HigherEd,Gender_Female,Gender_Dummy,EthnicityDummy
75,7,Anonymised,313.881,1,Anonymised,1,5,5,2,5,5,2,4,200,3,£10.00,1,,,Anonymised,11,11,11,10,11,11,11,5,5,1,0,1,Anonymised,5,3500,10,Anonymised,75,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,10,1,42000,2,0.5,0.25,0,10,10,10,3,7,2.49676025917927,1,-0.000238123587266419,6,4,1,0.999900019996001,0.999900019996001,0.25,1,1,Female,0,0
49,7,Anonymised,586.517,5,Anonymised,1,1,1,3,0,5,2,4,0,4,£20.00,,1,,Anonymised,11,9,8,8,9,9,9,4,3,0,1,1,Anonymised,5,1750,7,Anonymised,49,2,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,20,1,21000,3,1.5,2.25,8.5,2,6,6,-2,4,2.49676025917927,1,-0.000952834755271854,4,-2,3,0.5999800039992,0.5999800039992,2.25,0,1,Male,1,0
44,7,Anonymised,640.734,3,Anonymised,1,3,3,2,1,5,2,4,0,6,£40.00,,2,2,Anonymised,10,5,9,7,9,10,11,3,3,0,1,0,Anonymised,4,2500,10,Anonymised,44,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,0,40,1,30000,2,0.5,0.25,4,6,8,8,1,5,2.49676025917927,-2,-0.00133422301313661,4,2,1,0.799940011997601,0.799940011997601,0.25,0,0,Male,1,0
72,7,Anonymised,339.861,1,Anonymised,1,3,3,2,3,3,2,4,100,7,£50.00,2,,1,Anonymised,9,7,9,6,9,10,10,3,3,1,1,1,Anonymised,5,1750,9,Anonymised,72,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,0,50,1,21000,2,0.5,0.25,0,6,8,8,1,5,2.49676025917927,1,-0.00238379135527625,4,2,1,0.799940011997601,0.799940011997601,0.25,1,1,Female,0,0
57,7,Anonymised,481.237,1,Anonymised,1,3,1,2,0,5,2,4,400,1,£1.00,1,,,Anonymised,8,8,11,8,11,7,5,5,3,1,0,1,Anonymised,5,1250,5,Anonymised,57,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,1,1,15000,2,0.5,0.25,8.5,4,8,6,-1,3,2.49676025917927,0,-6.66688889876519e-05,2,0,1,0.5999800039992,0.799940011997601,0.25,1,1,Female,0,0
51,7,Anonymised,601.481,3,Anonymised,1,1,2,2,1,2,2,4,0,2,£5.00,,1,,Anonymised,9,6,8,7,8,9,9,3,3,0,1,1,Anonymised,5,2750,9,Anonymised,51,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,5,1,33000,2,0.5,0.25,0.5,3,6,7,0,4,2.49676025917927,-1,-0.000151526631095262,3,1,1,0.6999600079984,0.5999800039992,0.25,0,1,Female,0,0
89,7,Anonymised,289.957,1,Anonymised,2,2,2,4,1,3,2,4,200,8,£60.00,1,,,Anonymised,11,8,10,6,6,9,10,3,3,1,0,1,Anonymised,5,1750,10,Anonymised,89,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,60,1,21000,4,2.5,6.25,1,4,7,7,-2,6,2.49676025917927,2,-0.00286123228103224,7,-3,5,0.6999600079984,0.6999600079984,6.25,1,1,Male,1,1
91,7,Anonymised,270.306,2,Anonymised,1,2,3,3,0,5,1,0,400,5,£30.00,1,,,Anonymised,11,7,10,7,8,10,11,4,3,0,1,1,Anonymised,4,2250,10,Anonymised,91,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,30,1,27000,3,1.5,2.25,6.5,5,7,8,0,6,2.49676025917927,0,-0.00111172885269043,6,0,3,0.799940011997601,0.6999600079984,2.25,1,0,Male,1,0
94,7,Anonymised,263.299,1,Anonymised,1,3,2,2,2,2,1,0,0,1,£1.00,,1,,Anonymised,10,10,9,9,9,9,9,5,3,0,0,0,Anonymised,5,3500,9,Anonymised,94,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,1,1,42000,2,0.5,0.25,0,5,8,7,0,4,2.49676025917927,1,-2.38098072607483e-05,3,1,1,0.6999600079984,0.799940011997601,0.25,0,1,Female,0,0
84,7,Anonymised,327.225,2,Anonymised,1,2,3,1,1,1,2,4,400,6,£40.00,2,,2,Anonymised,7,4,7,7,7,8,9,3,3,1,0,0,Anonymised,5,1750,5,Anonymised,84,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,0,40,1,21000,1,0,0,4,5,7,8,2,4,2.49676025917927,-3,-0.00190657827058153,3,3,0,0.799940011997601,0.6999600079984,0,1,1,Female,0,0
90,7,Anonymised,293.97,2,Anonymised,1,3,3,2,3,3,1,0,300,2,£5.00,1,,,Anonymised,11,9,10,9,10,11,11,5,4,1,1,1,Anonymised,5,5000,10,Anonymised,90,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,5,1,60000,2,0.5,0.25,0,6,8,8,1,5,2.49676025917927,0,-8.33368057484597e-05,4,2,1,0.799940011997601,0.799940011997601,0.25,1,1,Female,0,0
97,7,Anonymised,280.778,2,Anonymised,1,1,2,2,2,2,2,4,300,7,£50.00,1,,,Anonymised,8,8,9,7,9,10,9,4,4,1,0,1,Anonymised,3,3500,10,Anonymised,97,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,50,1,42000,2,0.5,0.25,0,3,6,7,0,4,2.49676025917927,1,-0.00119118537015312,3,1,1,0.6999600079984,0.5999800039992,0.25,1,0,Female,0,0
55,7,Anonymised,580.04,5,Anonymised,1,3,2,2,0,-5,2,4,500,1,£1.00,1,,,Anonymised,11,11,11,7,8,9,10,3,3,1,0,0,Anonymised,2,2250,10,Anonymised,55,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,1,1,27000,2,0.5,0.25,26.5,5,8,7,0,4,2.49676025917927,4,-3.70377229250494e-05,3,1,1,0.6999600079984,0.799940011997601,0.25,1,0,Male,1,0
48,7,Anonymised,707.368,5,Anonymised,1,3,5,2,4,4,1,0,300,9,£70.00,1,,,Anonymised,11,10,11,10,11,11,10,5,3,1,1,1,Anonymised,5,750,10,Anonymised,48,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,70,1,9000,2,0.5,0.25,1,8,8,10,3,7,2.49676025917927,0,-0.0078081824478117,6,4,1,0.999900019996001,0.799940011997601,0.25,1,1,Female,0,0
78,7,Anonymised,426.234,1,Anonymised,1,4,3,2,3,5,1,0,600,10,£80.00,1,,,Anonymised,10,8,9,7,10,11,11,3,4,1,0,0,Anonymised,5,4500,10,Anonymised,78,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,80,1,54000,2,0.5,0.25,2,7,9,8,1,5,2.49676025917927,1,-0.00148257996022284,4,2,1,0.799940011997601,0.899920015996801,0.25,1,1,Male,1,0
80,7,Anonymised,425.685,2,Anonymised,2,5,5,1,5,5,2,4,500,8,£60.00,1,,,Anonymised,9,9,11,11,11,11,11,3,3,0,0,1,Anonymised,3,3500,8,Anonymised,80,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,60,1,42000,1,0,0,0,10,10,10,4,6,2.49676025917927,-2,-0.00142959280959443,5,5,0,0.999900019996001,0.999900019996001,0,1,0,Female,0,1
87,7,Anonymised,390.41,2,Anonymised,4,1,2,2,1,2,1,0,700,3,£10.00,1,,,Anonymised,9,7,10,8,11,11,11,4,3,0,0,1,Anonymised,4,3500,10,Anonymised,87,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,10,1,42000,2,0.5,0.25,0.5,3,6,7,0,4,2.49676025917927,-1,-0.000238123587266419,3,1,1,0.6999600079984,0.5999800039992,0.25,1,0,Male,1,1
86,7,Anonymised,399.695,4,Anonymised,1,3,5,2,4,4,1,0,300,10,£80.00,1,,,Anonymised,11,11,11,11,11,11,11,4,4,0,0,1,Anonymised,5,2250,10,Anonymised,86,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,80,1,27000,2,0.5,0.25,1,8,8,10,3,7,2.49676025917927,0,-0.002967361227802,6,4,1,0.999900019996001,0.799940011997601,0.25,1,1,Female,0,0
26,7,Anonymised,1166.413,4,Anonymised,1,5,3,3,0,0,1,0,100,5,£30.00,1,,,Anonymised,9,7,11,11,11,11,11,3,3,1,1,0,Anonymised,2,1250,10,Anonymised,26,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,30,1,15000,3,1.5,2.25,9,8,10,8,0,6,2.49676025917927,-4,-0.00200200267067308,6,0,3,0.799940011997601,0.999900019996001,2.25,1,0,Female,0,0
104,7,Anonymised,273.106,1,Anonymised,1,5,2,2,0,5,1,0,300,2,£5.00,1,,,Anonymised,11,8,11,6,10,10,10,3,3,0,0,0,Anonymised,5,1750,10,Anonymised,104,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,5,1,21000,2,0.5,0.25,6.5,7,10,7,0,4,2.49676025917927,2,-0.000238123587266419,3,1,1,0.6999600079984,0.999900019996001,0.25,1,1,Female,0,0
98,7,Anonymised,359.521,2,Anonymised,1,-1,1,3,1,3,1,0,500,1,£1.00,1,,,Anonymised,10,8,7,6,7,8,8,3,3,1,1,0,Anonymised,5,4500,7,Anonymised,98,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,1,1,54000,3,1.5,2.25,2,0,4,6,-2,4,2.49676025917927,2,-1.85186899884098e-05,4,-2,3,0.5999800039992,0.4000199960008,2.25,1,1,Female,0,0
99,7,Anonymised,366.593,1,Anonymised,1,3,3,1,2,3,1,0,0,3,£10.00,,2,2,Anonymised,7,5,8,8,10,9,8,3,3,0,0,0,Anonymised,4,2250,10,Anonymised,99,3,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,0,10,1,27000,1,0,0,0.5,6,8,8,2,4,2.49676025917927,-3,-0.000370438974415772,3,3,0,0.799940011997601,0.799940011997601,0,0,0,Female,0,0
66,7,Anonymised,583.943,4,Anonymised,1,1,3,2,2,0,2,4,600,2,£5.00,2,,2,Anonymised,6,5,7,5,8,7,7,2,3,1,0,0,Anonymised,2,4500,10,Anonymised,66,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,0,5,1,54000,2,0.5,0.25,5,4,6,8,1,5,2.49676025917927,0,-9.25968795513747e-05,4,2,1,0.799940011997601,0.5999800039992,0.25,1,0,Male,1,0
61,7,Anonymised,651.917,4,Anonymised,1,3,3,1,4,4,1,0,300,4,£20.00,2,,4,Anonymised,5,5,10,10,10,10,10,3,3,1,0,1,Anonymised,3,750,7,Anonymised,61,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,0,20,1,9000,1,0,0,1,6,8,8,2,4,2.49676025917927,-5,-0.00222469502211116,3,3,0,0.799940011997601,0.799940011997601,0,1,0,Female,0,0
74,7,Anonymised,576.04,4,Anonymised,1,4,3,3,0,2,1,0,100,6,£40.00,1,,,Anonymised,11,11,11,11,11,11,11,3,3,0,0,1,Anonymised,5,2500,10,Anonymised,74,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,40,1,30000,3,1.5,2.25,5,7,9,8,0,6,2.49676025917927,0,-0.00133422301313661,6,0,3,0.799940011997601,0.899920015996801,2.25,1,1,Female,0,0
106,7,Anonymised,350.261,1,Anonymised,1,1,3,3,-1,2,1,0,0,7,£50.00,,2,1,Anonymised,10,6,10,6,11,11,11,3,3,1,0,0,Anonymised,5,1750,8,Anonymised,106,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,0,50,1,21000,3,1.5,2.25,8.5,4,6,8,0,6,2.49676025917927,0,-0.00238379135527625,6,0,3,0.799940011997601,0.5999800039992,2.25,0,1,Female,0,0
110,7,Anonymised,327.222,3,Anonymised,1,1,2,4,2,2,1,0,600,5,£30.00,1,,,Anonymised,9,9,8,8,10,10,11,4,4,1,0,1,Anonymised,5,1750,10,Anonymised,110,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,30,1,21000,4,2.5,6.25,0,3,6,7,-2,6,2.49676025917927,1,-0.00142959280959443,7,-3,5,0.6999600079984,0.5999800039992,6.25,1,1,Female,0,0
63,7,Anonymised,686.341,1,Anonymised,1,-2,1,3,1,1,2,4,300,6,£40.00,2,,1,Anonymised,9,2,7,2,7,8,9,3,3,1,1,1,Anonymised,5,1750,6,Anonymised,63,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,0,40,1,21000,3,1.5,2.25,0,-1,3,6,-2,4,2.49676025917927,0,-0.00190657827058153,4,-2,3,0.5999800039992,0.3000399920016,2.25,1,1,Male,1,0
79,7,Anonymised,594.72,2,Anonymised,1,2,3,2,3,5,2,4,200,2,£5.00,1,,,Anonymised,10,9,8,6,9,10,4,4,3,1,0,1,Anonymised,4,3500,9,Anonymised,79,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,5,1,42000,2,0.5,0.25,2,5,7,8,1,5,2.49676025917927,3,-0.000119054705777819,4,2,1,0.799940011997601,0.6999600079984,0.25,1,0,Male,1,0
100,7,Anonymised,467.13,3,Anonymised,1,2,3,3,3,5,1,0,200,10,£80.00,1,,,Anonymised,10,6,9,6,10,10,10,3,3,1,1,1,Anonymised,5,2750,10,Anonymised,100,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,80,1,33000,3,1.5,2.25,2,5,7,8,0,6,2.49676025917927,0,-0.00242718565761119,6,0,3,0.799940011997601,0.6999600079984,2.25,1,1,Female,0,0
58,7,Anonymised,767.554,4,Anonymised,1,1,2,2,2,1,2,4,300,3,£10.00,1,,,Anonymised,8,8,8,8,9,10,11,3,3,1,1,1,Anonymised,4,1750,10,Anonymised,58,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,10,1,21000,2,0.5,0.25,0.5,3,6,7,0,4,2.49676025917927,0,-0.000476303890881419,3,1,1,0.6999600079984,0.5999800039992,0.25,1,0,Female,0,0
118,7,Anonymised,304.587,2,Anonymised,1,-3,2,2,-1,1,2,4,800,7,£50.00,2,,2,Anonymised,4,8,5,4,4,6,5,4,4,1,0,1,Anonymised,5,1750,7,Anonymised,118,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,0,50,1,21000,2,0.5,0.25,5,-1,2,7,0,4,2.49676025917927,4,-0.00238379135527625,3,1,1,0.6999600079984,0.2000599880024,0.25,1,1,Female,0,0
114,7,Anonymised,320.121,1,Anonymised,2,4,4,4,1,1,1,0,400,4,£20.00,1,,,Anonymised,11,9,10,10,8,9,10,3,3,0,1,1,Anonymised,5,4500,10,Anonymised,114,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,20,1,54000,4,2.5,6.25,9,8,9,9,0,8,2.49676025917927,-1,-0.000370438974415772,9,-1,5,0.899920015996801,0.899920015996801,6.25,1,1,Male,1,1
129,7,Anonymised,208.67,1,Anonymised,4,3,0,4,3,5,1,0,200,8,£60.00,1,,,Anonymised,9,6,9,6,6,6,9,3,3,1,0,1,Anonymised,4,4500,10,Anonymised,129,1,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,60,1,54000,4,2.5,6.25,17,3,8,5,-4,4,2.49676025917927,0,-0.00111172885269043,5,-5,5,0.5,0.799940011997601,6.25,1,0,Female,0,1
93,7,Anonymised,527.168,3,Anonymised,1,4,5,1,5,4,2,4,300,8,£60.00,2,,4,Anonymised,11,6,8,8,11,11,11,4,4,0,1,0,Anonymised,4,1250,5,Anonymised,93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,0,60,1,15000,1,0,0,0.5,9,9,10,4,6,2.49676025917927,-2,-0.00400802139753882,5,5,0,0.999900019996001,0.899920015996801,0,1,0,Female,0,0
113,7,Anonymised,341.005,1,Anonymised,1,4,4,2,1,5,1,0,0,6,£40.00,,2,1,Anonymised,10,9,10,8,9,10,10,4,3,1,0,1,Anonymised,2,2500,10,Anonymised,113,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,0,40,1,30000,2,0.5,0.25,5,8,9,9,2,6,2.49676025917927,1,-0.00133422301313661,5,3,1,0.899920015996801,0.899920015996801,0.25,0,0,Male,1,0
109,7,Anonymised,404.688,3,Anonymised,4,3,4,2,5,5,1,0,300,9,£70.00,1,,,Anonymised,11,11,11,11,11,11,11,3,3,1,0,1,Anonymised,5,3500,8,Anonymised,109,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,70,1,42000,2,0.5,0.25,1,7,8,9,2,6,2.49676025917927,0,-0.00166805710069706,5,3,1,0.899920015996801,0.799940011997601,0.25,1,1,Female,0,1
95,7,Anonymised,546.151,3,Anonymised,1,0,0,2,0,0,1,0,500,10,£80.00,1,,,Anonymised,11,11,11,11,11,11,11,3,3,1,1,1,Anonymised,3,2750,5,Anonymised,95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,80,1,33000,2,0.5,0.25,0,0,5,5,-2,2,2.49676025917927,0,-0.00242718565761119,1,-1,1,0.5,0.5,0.25,1,0,Female,0,0
120,7,Anonymised,285.908,2,Anonymised,1,4,3,1,3,3,1,0,200,5,£30.00,1,,,Anonymised,11,8,9,10,9,9,10,5,4,1,0,1,Anonymised,5,5000,10,Anonymised,120,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,30,1,60000,1,0,0,0,7,9,8,2,4,2.49676025917927,-2,-0.000500125041682243,3,3,0,0.799940011997601,0.899920015996801,0,1,1,Female,0,0
102,7,Anonymised,477.38,4,Anonymised,3,4,5,2,5,5,1,0,800,10,£80.00,1,,,Anonymised,11,11,11,11,11,9,6,5,3,1,1,1,Anonymised,5,4500,10,Anonymised,102,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,80,1,54000,2,0.5,0.25,0,9,9,10,3,7,2.49676025917927,0,-0.00148257996022284,6,4,1,0.999900019996001,0.899920015996801,0.25,1,1,Male,1,1
65,7,Anonymised,754.592,2,Anonymised,1,-1,1,3,0,0,1,0,400,5,£30.00,1,,,Anonymised,8,6,6,5,7,8,9,4,3,1,0,1,Anonymised,2,1750,10,Anonymised,65,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,30,1,21000,3,1.5,2.25,1,0,4,6,-2,4,2.49676025917927,1,-0.00142959280959443,4,-2,3,0.5999800039992,0.4000199960008,2.25,1,0,Female,0,0
77,7,Anonymised,677.886,1,Anonymised,4,5,5,1,2,0,2,4,0,5,£30.00,,1,,Anonymised,11,10,11,10,10,11,11,3,3,0,0,0,Anonymised,4,2500,7,Anonymised,77,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,30,1,30000,1,0,0,17,10,10,10,4,6,2.49676025917927,0,-0.00100050033358353,5,5,0,0.999900019996001,0.999900019996001,0,0,0,Male,1,1
64,7,Anonymised,767.115,4,Anonymised,1,3,4,2,3,0,2,4,500,1,£1.00,1,,,Anonymised,11,10,10,9,9,10,10,3,3,1,1,0,Anonymised,5,5000,10,Anonymised,64,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,1,1,60000,2,0.5,0.25,8.5,7,8,9,2,6,2.49676025917927,1,-1.66668055570969e-05,5,3,1,0.899920015996801,0.799940011997601,0.25,1,1,Male,1,0
163,7,Anonymised,126.73,1,Anonymised,3,3,3,2,3,2,1,0,200,5,£30.00,1,,,Anonymised,7,7,9,7,9,7,9,4,4,1,1,1,Anonymised,5,3500,10,Anonymised,163,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,30,1,42000,2,0.5,0.25,0.5,6,8,8,1,5,2.49676025917927,0,-0.00071454093786876,4,2,1,0.799940011997601,0.799940011997601,0.25,1,1,Male,1,1
122,7,Anonymised,289.923,1,Anonymised,1,3,3,1,3,5,2,4,300,5,£30.00,1,,,Anonymised,11,8,11,8,11,11,11,3,3,1,1,0,Anonymised,5,2250,6,Anonymised,122,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,30,1,27000,1,0,0,2,6,8,8,2,4,2.49676025917927,0,-0.00111172885269043,3,3,0,0.799940011997601,0.799940011997601,0,1,1,Female,0,0
92,7,Anonymised,598.721,3,Anonymised,1,1,0,3,-1,5,2,4,500,5,£30.00,1,,,Anonymised,11,8,10,6,9,10,10,3,3,1,1,1,Anonymised,5,3500,10,Anonymised,92,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,30,1,42000,3,1.5,2.25,13,1,6,5,-3,3,2.49676025917927,2,-0.00071454093786876,3,-3,3,0.5,0.5999800039992,2.25,1,1,Male,1,0
159,7,Anonymised,165.657,1,Anonymised,3,5,5,2,5,5,2,4,100,7,£50.00,1,,,Anonymised,11,11,11,11,11,11,11,5,5,1,0,1,Anonymised,5,3500,8,Anonymised,159,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,50,1,42000,2,0.5,0.25,0,10,10,10,3,7,2.49676025917927,0,-0.00119118537015312,6,4,1,0.999900019996001,0.999900019996001,0.25,1,1,Male,1,1
