RID,VERSION,IP,DURATION,AgeBracket,Postcode,Ethnicity,MeanExpectedCurrent,MeanExpectedFuture,Variance,MeanExpectedBest,MeanExpectedWorst,WaterBills,BidLevelFrequency,bid,CV_WaterBills,CV_CouncilTax,block,design_offset,Q16_ClimateCurrentEnvironment,Q16_ClimateCurrentSelf,Q16_MicroplasticsCurrentEnvironment,Q16_MicroplasticsCurrentSelf,Q16_MicroplasticsTen,Q16_MicroplasticsTwentyFive,Q16_MicroplasticsFifty,Q17_PandemicEnvironment,Q17_PandemicMicroplastics,Coronavirus,Charity,Consequentiality,Education,Income,Understanding,participant_id,Gender,CV,Bid,Order,Income_Annual,Variance_StatedConfidenceLevel,Variance_ConfidenceAsSD,Variance_ConfidenceAsVariance,Variance_IndividualLevel,Mean_Change,MeanExpectedCurrent_Scaled,MeanExpectedFuture_Scaled,Mean_MinusLowerBound,Mean_PlusUpperBound,MeanExpectedFuture_SampleMean,Q16_Comparison,LogBidIncome,VarianceLowerBound,VarianceUpperBound,Uncertainty,MEF,MEC,var.cameron,PaymentVehicle_Dummy,Education_HigherEd,Gender_Female,Gender_Dummy,EthnicityDummy,Task,Choice,av_A,av_B,av_C,ID,Respondent,Performance_A,Emission_A,Price_A,Performance_B,Emission_B,Price_B,Performance_C,Emission_C,Price_C,AgeDummy,AdjustedMEC,VarianceChange
108,3,Anonymised,843.481,3,Anonymised,1,-2,-1,2,-1,-1,200,6,£40.00,2,0,2,4,11,9,7,4,1,1,2,5,3,0,0,1,5,3500,10,108,0,0,40,0,42000,2,0.5,0.25,0,-3,3,4,-3,1,2.55676657584015,5,-0.000952834755271854,0,-2,1,0.4000199960008,0.3000399920016,0.25,1,1,Male,1,0,1,2,1,1,1,665,167,0,0,0,50,10,1,5,40,5,1,0.35001499850015,2
108,3,Anonymised,843.481,3,Anonymised,1,-2,-1,2,-1,-1,200,6,£40.00,2,0,2,4,11,9,7,4,1,1,2,5,3,0,0,1,5,3500,10,108,0,0,40,0,42000,2,0.5,0.25,0,-3,3,4,-3,1,2.55676657584015,5,-0.000952834755271854,0,-2,1,0.4000199960008,0.3000399920016,0.25,1,1,Male,1,0,2,3,1,1,1,666,167,0,0,0,5,90,2.5,10,10,0.5,1,0.35001499850015,2
108,3,Anonymised,843.481,3,Anonymised,1,-2,-1,2,-1,-1,200,6,£40.00,2,0,2,4,11,9,7,4,1,1,2,5,3,0,0,1,5,3500,10,108,0,0,40,0,42000,2,0.5,0.25,0,-3,3,4,-3,1,2.55676657584015,5,-0.000952834755271854,0,-2,1,0.4000199960008,0.3000399920016,0.25,1,1,Male,1,0,3,3,1,1,1,667,167,0,0,0,50,90,2.5,5,40,1,1,0.35001499850015,2
108,3,Anonymised,843.481,3,Anonymised,1,-2,-1,2,-1,-1,200,6,£40.00,2,0,2,4,11,9,7,4,1,1,2,5,3,0,0,1,5,3500,10,108,0,0,40,0,42000,2,0.5,0.25,0,-3,3,4,-3,1,2.55676657584015,5,-0.000952834755271854,0,-2,1,0.4000199960008,0.3000399920016,0.25,1,1,Male,1,0,4,1,1,1,1,668,167,0,0,0,50,40,2.5,10,90,5,1,0.35001499850015,2
231,4,Anonymised,202.427,3,Anonymised,1,3,3,2,3,3,300,4,£20.00,1,0,1,0,9,8,10,9,10,10,9,5,4,1,1,1,5,2750,10,231,1,1,20,0,33000,2,0.5,0.25,0,6,8,8,1,5,2.55676657584015,-1,-0.000606244335027396,4,2,1,0.799940011997601,0.799940011997601,0.25,1,1,Female,0,0,1,2,1,1,1,669,168,0,0,0,5,10,1,10,90,2.5,1,0.7999700029997,2
231,4,Anonymised,202.427,3,Anonymised,1,3,3,2,3,3,300,4,£20.00,1,0,1,0,9,8,10,9,10,10,9,5,4,1,1,1,5,2750,10,231,1,1,20,0,33000,2,0.5,0.25,0,6,8,8,1,5,2.55676657584015,-1,-0.000606244335027396,4,2,1,0.799940011997601,0.799940011997601,0.25,1,1,Female,0,0,2,1,1,1,1,670,168,0,0,0,10,40,5,50,10,0.5,1,0.7999700029997,2
231,4,Anonymised,202.427,3,Anonymised,1,3,3,2,3,3,300,4,£20.00,1,0,1,0,9,8,10,9,10,10,9,5,4,1,1,1,5,2750,10,231,1,1,20,0,33000,2,0.5,0.25,0,6,8,8,1,5,2.55676657584015,-1,-0.000606244335027396,4,2,1,0.799940011997601,0.799940011997601,0.25,1,1,Female,0,0,3,2,1,1,1,671,168,0,0,0,50,40,1,5,10,0.5,1,0.7999700029997,2
231,4,Anonymised,202.427,3,Anonymised,1,3,3,2,3,3,300,4,£20.00,1,0,1,0,9,8,10,9,10,10,9,5,4,1,1,1,5,2750,10,231,1,1,20,0,33000,2,0.5,0.25,0,6,8,8,1,5,2.55676657584015,-1,-0.000606244335027396,4,2,1,0.799940011997601,0.799940011997601,0.25,1,1,Female,0,0,4,3,1,1,1,672,168,0,0,0,10,10,0.5,50,40,1,1,0.7999700029997,2
162,4,Anonymised,593.794,5,Anonymised,1,2,3,2,3,4,200,7,£50.00,2,0,2,4,10,8,10,9,9,10,11,4,2,1,0,0,5,2250,9,162,1,0,50,0,27000,2,0.5,0.25,0.5,5,7,8,1,5,2.55676657584015,-1,-0.00185356864932294,4,2,1,0.799940011997601,0.6999600079984,0.25,1,1,Female,0,0,1,1,1,1,1,673,169,0,0,0,50,10,1,5,40,5,1,0.74997500249975,2
162,4,Anonymised,593.794,5,Anonymised,1,2,3,2,3,4,200,7,£50.00,2,0,2,4,10,8,10,9,9,10,11,4,2,1,0,0,5,2250,9,162,1,0,50,0,27000,2,0.5,0.25,0.5,5,7,8,1,5,2.55676657584015,-1,-0.00185356864932294,4,2,1,0.799940011997601,0.6999600079984,0.25,1,1,Female,0,0,2,3,1,1,1,674,169,0,0,0,5,90,2.5,10,10,0.5,1,0.74997500249975,2
162,4,Anonymised,593.794,5,Anonymised,1,2,3,2,3,4,200,7,£50.00,2,0,2,4,10,8,10,9,9,10,11,4,2,1,0,0,5,2250,9,162,1,0,50,0,27000,2,0.5,0.25,0.5,5,7,8,1,5,2.55676657584015,-1,-0.00185356864932294,4,2,1,0.799940011997601,0.6999600079984,0.25,1,1,Female,0,0,3,3,1,1,1,675,169,0,0,0,50,90,2.5,5,40,1,1,0.74997500249975,2
162,4,Anonymised,593.794,5,Anonymised,1,2,3,2,3,4,200,7,£50.00,2,0,2,4,10,8,10,9,9,10,11,4,2,1,0,0,5,2250,9,162,1,0,50,0,27000,2,0.5,0.25,0.5,5,7,8,1,5,2.55676657584015,-1,-0.00185356864932294,4,2,1,0.799940011997601,0.6999600079984,0.25,1,1,Female,0,0,4,1,1,1,1,676,169,0,0,0,50,40,2.5,10,90,5,1,0.74997500249975,2
195,4,Anonymised,433.667,2,Anonymised,1,1,2,3,2,2,0,4,£20.00,0,1,2,4,9,7,9,7,8,9,9,3,3,1,0,0,5,4500,7,195,1,1,20,0,54000,3,1.5,2.25,0,3,6,7,-1,5,2.55676657584015,0,-0.000370438974415772,5,-1,3,0.6999600079984,0.5999800039992,2.25,0,1,Female,0,0,1,3,1,1,1,677,170,0,0,0,50,10,1,5,40,5,0,0.64998500149985,6
195,4,Anonymised,433.667,2,Anonymised,1,1,2,3,2,2,0,4,£20.00,0,1,2,4,9,7,9,7,8,9,9,3,3,1,0,0,5,4500,7,195,1,1,20,0,54000,3,1.5,2.25,0,3,6,7,-1,5,2.55676657584015,0,-0.000370438974415772,5,-1,3,0.6999600079984,0.5999800039992,2.25,0,1,Female,0,0,2,2,1,1,1,678,170,0,0,0,5,90,2.5,10,10,0.5,0,0.64998500149985,6
195,4,Anonymised,433.667,2,Anonymised,1,1,2,3,2,2,0,4,£20.00,0,1,2,4,9,7,9,7,8,9,9,3,3,1,0,0,5,4500,7,195,1,1,20,0,54000,3,1.5,2.25,0,3,6,7,-1,5,2.55676657584015,0,-0.000370438974415772,5,-1,3,0.6999600079984,0.5999800039992,2.25,0,1,Female,0,0,3,3,1,1,1,679,170,0,0,0,50,90,2.5,5,40,1,0,0.64998500149985,6
195,4,Anonymised,433.667,2,Anonymised,1,1,2,3,2,2,0,4,£20.00,0,1,2,4,9,7,9,7,8,9,9,3,3,1,0,0,5,4500,7,195,1,1,20,0,54000,3,1.5,2.25,0,3,6,7,-1,5,2.55676657584015,0,-0.000370438974415772,5,-1,3,0.6999600079984,0.5999800039992,2.25,0,1,Female,0,0,4,3,1,1,1,680,170,0,0,0,50,40,2.5,10,90,5,0,0.64998500149985,6
137,4,Anonymised,719.625,1,Anonymised,1,1,1,2,-2,-1,1000,8,£60.00,2,0,1,0,10,8,10,8,10,11,11,4,4,0,0,1,5,3500,8,137,1,0,60,0,42000,2,0.5,0.25,6.5,2,6,6,-1,3,2.55676657584015,0,-0.00142959280959443,2,0,1,0.5999800039992,0.5999800039992,0.25,1,1,Female,0,0,1,3,1,1,1,681,171,0,0,0,5,10,1,10,90,2.5,0,0.5999900009999,2
137,4,Anonymised,719.625,1,Anonymised,1,1,1,2,-2,-1,1000,8,£60.00,2,0,1,0,10,8,10,8,10,11,11,4,4,0,0,1,5,3500,8,137,1,0,60,0,42000,2,0.5,0.25,6.5,2,6,6,-1,3,2.55676657584015,0,-0.00142959280959443,2,0,1,0.5999800039992,0.5999800039992,0.25,1,1,Female,0,0,2,2,1,1,1,682,171,0,0,0,10,40,5,50,10,0.5,0,0.5999900009999,2
137,4,Anonymised,719.625,1,Anonymised,1,1,1,2,-2,-1,1000,8,£60.00,2,0,1,0,10,8,10,8,10,11,11,4,4,0,0,1,5,3500,8,137,1,0,60,0,42000,2,0.5,0.25,6.5,2,6,6,-1,3,2.55676657584015,0,-0.00142959280959443,2,0,1,0.5999800039992,0.5999800039992,0.25,1,1,Female,0,0,3,2,1,1,1,683,171,0,0,0,50,40,1,5,10,0.5,0,0.5999900009999,2
137,4,Anonymised,719.625,1,Anonymised,1,1,1,2,-2,-1,1000,8,£60.00,2,0,1,0,10,8,10,8,10,11,11,4,4,0,0,1,5,3500,8,137,1,0,60,0,42000,2,0.5,0.25,6.5,2,6,6,-1,3,2.55676657584015,0,-0.00142959280959443,2,0,1,0.5999800039992,0.5999800039992,0.25,1,1,Female,0,0,4,3,1,1,1,684,171,0,0,0,10,10,0.5,50,40,1,0,0.5999900009999,2
202,4,Anonymised,394.557,3,Anonymised,3,3,0,2,0,1,0,9,£70.00,0,2,2,4,11,6,7,5,7,8,9,3,3,0,1,1,5,2500,8,202,1,0,70,0,30000,2,0.5,0.25,0.5,3,8,5,-2,2,2.55676657584015,1,-0.00233605979754778,1,-1,1,0.5,0.799940011997601,0.25,0,1,Female,0,1,1,3,1,1,1,685,172,0,0,0,50,10,1,5,40,5,1,0.64998500149985,2
202,4,Anonymised,394.557,3,Anonymised,3,3,0,2,0,1,0,9,£70.00,0,2,2,4,11,6,7,5,7,8,9,3,3,0,1,1,5,2500,8,202,1,0,70,0,30000,2,0.5,0.25,0.5,3,8,5,-2,2,2.55676657584015,1,-0.00233605979754778,1,-1,1,0.5,0.799940011997601,0.25,0,1,Female,0,1,2,2,1,1,1,686,172,0,0,0,5,90,2.5,10,10,0.5,1,0.64998500149985,2
202,4,Anonymised,394.557,3,Anonymised,3,3,0,2,0,1,0,9,£70.00,0,2,2,4,11,6,7,5,7,8,9,3,3,0,1,1,5,2500,8,202,1,0,70,0,30000,2,0.5,0.25,0.5,3,8,5,-2,2,2.55676657584015,1,-0.00233605979754778,1,-1,1,0.5,0.799940011997601,0.25,0,1,Female,0,1,3,2,1,1,1,687,172,0,0,0,50,90,2.5,5,40,1,1,0.64998500149985,2
202,4,Anonymised,394.557,3,Anonymised,3,3,0,2,0,1,0,9,£70.00,0,2,2,4,11,6,7,5,7,8,9,3,3,0,1,1,5,2500,8,202,1,0,70,0,30000,2,0.5,0.25,0.5,3,8,5,-2,2,2.55676657584015,1,-0.00233605979754778,1,-1,1,0.5,0.799940011997601,0.25,0,1,Female,0,1,4,3,1,1,1,688,172,0,0,0,50,40,2.5,10,90,5,1,0.64998500149985,2
215,4,Anonymised,330.763,1,Anonymised,1,2,3,3,2,1,0,7,£50.00,0,1,1,0,10,8,9,7,9,8,8,4,3,0,1,1,5,1250,8,215,1,1,50,0,15000,3,1.5,2.25,2.5,5,7,8,0,6,2.55676657584015,1,-0.0033389012655146,6,0,3,0.799940011997601,0.6999600079984,2.25,0,1,Female,0,0,1,3,1,1,1,689,173,0,0,0,5,10,1,10,90,2.5,0,0.74997500249975,6
215,4,Anonymised,330.763,1,Anonymised,1,2,3,3,2,1,0,7,£50.00,0,1,1,0,10,8,9,7,9,8,8,4,3,0,1,1,5,1250,8,215,1,1,50,0,15000,3,1.5,2.25,2.5,5,7,8,0,6,2.55676657584015,1,-0.0033389012655146,6,0,3,0.799940011997601,0.6999600079984,2.25,0,1,Female,0,0,2,1,1,1,1,690,173,0,0,0,10,40,5,50,10,0.5,0,0.74997500249975,6
215,4,Anonymised,330.763,1,Anonymised,1,2,3,3,2,1,0,7,£50.00,0,1,1,0,10,8,9,7,9,8,8,4,3,0,1,1,5,1250,8,215,1,1,50,0,15000,3,1.5,2.25,2.5,5,7,8,0,6,2.55676657584015,1,-0.0033389012655146,6,0,3,0.799940011997601,0.6999600079984,2.25,0,1,Female,0,0,3,3,1,1,1,691,173,0,0,0,50,40,1,5,10,0.5,0,0.74997500249975,6
215,4,Anonymised,330.763,1,Anonymised,1,2,3,3,2,1,0,7,£50.00,0,1,1,0,10,8,9,7,9,8,8,4,3,0,1,1,5,1250,8,215,1,1,50,0,15000,3,1.5,2.25,2.5,5,7,8,0,6,2.55676657584015,1,-0.0033389012655146,6,0,3,0.799940011997601,0.6999600079984,2.25,0,1,Female,0,0,4,1,1,1,1,692,173,0,0,0,10,10,0.5,50,40,1,0,0.74997500249975,6
227,4,Anonymised,267.001,5,Anonymised,1,2,2,2,2,1,200,3,£10.00,1,0,1,0,9,7,9,7,9,11,11,3,3,1,0,1,5,1250,7,227,1,1,10,0,15000,2,0.5,0.25,0.5,4,7,7,0,4,2.55676657584015,0,-0.000666888987703768,3,1,1,0.6999600079984,0.6999600079984,0.25,1,1,Female,0,0,1,2,1,1,1,693,174,0,0,0,5,10,1,10,90,2.5,1,0.6999800019998,2
227,4,Anonymised,267.001,5,Anonymised,1,2,2,2,2,1,200,3,£10.00,1,0,1,0,9,7,9,7,9,11,11,3,3,1,0,1,5,1250,7,227,1,1,10,0,15000,2,0.5,0.25,0.5,4,7,7,0,4,2.55676657584015,0,-0.000666888987703768,3,1,1,0.6999600079984,0.6999600079984,0.25,1,1,Female,0,0,2,3,1,1,1,694,174,0,0,0,10,40,5,50,10,0.5,1,0.6999800019998,2
227,4,Anonymised,267.001,5,Anonymised,1,2,2,2,2,1,200,3,£10.00,1,0,1,0,9,7,9,7,9,11,11,3,3,1,0,1,5,1250,7,227,1,1,10,0,15000,2,0.5,0.25,0.5,4,7,7,0,4,2.55676657584015,0,-0.000666888987703768,3,1,1,0.6999600079984,0.6999600079984,0.25,1,1,Female,0,0,3,2,1,1,1,695,174,0,0,0,50,40,1,5,10,0.5,1,0.6999800019998,2
227,4,Anonymised,267.001,5,Anonymised,1,2,2,2,2,1,200,3,£10.00,1,0,1,0,9,7,9,7,9,11,11,3,3,1,0,1,5,1250,7,227,1,1,10,0,15000,2,0.5,0.25,0.5,4,7,7,0,4,2.55676657584015,0,-0.000666888987703768,3,1,1,0.6999600079984,0.6999600079984,0.25,1,1,Female,0,0,4,3,1,1,1,696,174,0,0,0,10,10,0.5,50,40,1,1,0.6999800019998,2
193,4,Anonymised,471.086,3,Anonymised,1,2,3,2,1,2,700,10,£80.00,1,0,2,4,11,7,10,7,7,8,9,4,3,1,0,1,5,4500,10,193,0,1,80,0,54000,2,0.5,0.25,2.5,5,7,8,1,5,2.55676657584015,0,-0.00148257996022284,4,2,1,0.799940011997601,0.6999600079984,0.25,1,1,Male,1,0,1,3,1,1,1,697,175,0,0,0,50,10,1,5,40,5,1,0.74997500249975,2
193,4,Anonymised,471.086,3,Anonymised,1,2,3,2,1,2,700,10,£80.00,1,0,2,4,11,7,10,7,7,8,9,4,3,1,0,1,5,4500,10,193,0,1,80,0,54000,2,0.5,0.25,2.5,5,7,8,1,5,2.55676657584015,0,-0.00148257996022284,4,2,1,0.799940011997601,0.6999600079984,0.25,1,1,Male,1,0,2,2,1,1,1,698,175,0,0,0,5,90,2.5,10,10,0.5,1,0.74997500249975,2
193,4,Anonymised,471.086,3,Anonymised,1,2,3,2,1,2,700,10,£80.00,1,0,2,4,11,7,10,7,7,8,9,4,3,1,0,1,5,4500,10,193,0,1,80,0,54000,2,0.5,0.25,2.5,5,7,8,1,5,2.55676657584015,0,-0.00148257996022284,4,2,1,0.799940011997601,0.6999600079984,0.25,1,1,Male,1,0,3,3,1,1,1,699,175,0,0,0,50,90,2.5,5,40,1,1,0.74997500249975,2
193,4,Anonymised,471.086,3,Anonymised,1,2,3,2,1,2,700,10,£80.00,1,0,2,4,11,7,10,7,7,8,9,4,3,1,0,1,5,4500,10,193,0,1,80,0,54000,2,0.5,0.25,2.5,5,7,8,1,5,2.55676657584015,0,-0.00148257996022284,4,2,1,0.799940011997601,0.6999600079984,0.25,1,1,Male,1,0,4,1,1,1,1,700,175,0,0,0,50,40,2.5,10,90,5,1,0.74997500249975,2
225,4,Anonymised,273.968,3,Anonymised,1,4,5,2,5,5,600,2,£5.00,1,0,2,4,11,9,11,9,10,10,10,5,3,0,0,1,5,2500,9,225,1,1,5,0,30000,2,0.5,0.25,0,9,9,10,3,7,2.55676657584015,0,-0.00016668055709894,6,4,1,0.999900019996001,0.899920015996801,0.25,1,1,Female,0,0,1,3,1,1,1,701,176,0,0,0,50,10,1,5,40,5,1,0.94995500449955,2
225,4,Anonymised,273.968,3,Anonymised,1,4,5,2,5,5,600,2,£5.00,1,0,2,4,11,9,11,9,10,10,10,5,3,0,0,1,5,2500,9,225,1,1,5,0,30000,2,0.5,0.25,0,9,9,10,3,7,2.55676657584015,0,-0.00016668055709894,6,4,1,0.999900019996001,0.899920015996801,0.25,1,1,Female,0,0,2,2,1,1,1,702,176,0,0,0,5,90,2.5,10,10,0.5,1,0.94995500449955,2
225,4,Anonymised,273.968,3,Anonymised,1,4,5,2,5,5,600,2,£5.00,1,0,2,4,11,9,11,9,10,10,10,5,3,0,0,1,5,2500,9,225,1,1,5,0,30000,2,0.5,0.25,0,9,9,10,3,7,2.55676657584015,0,-0.00016668055709894,6,4,1,0.999900019996001,0.899920015996801,0.25,1,1,Female,0,0,3,2,1,1,1,703,176,0,0,0,50,90,2.5,5,40,1,1,0.94995500449955,2
225,4,Anonymised,273.968,3,Anonymised,1,4,5,2,5,5,600,2,£5.00,1,0,2,4,11,9,11,9,10,10,10,5,3,0,0,1,5,2500,9,225,1,1,5,0,30000,2,0.5,0.25,0,9,9,10,3,7,2.55676657584015,0,-0.00016668055709894,6,4,1,0.999900019996001,0.899920015996801,0.25,1,1,Female,0,0,4,3,1,1,1,704,176,0,0,0,50,40,2.5,10,90,5,1,0.94995500449955,2
200,4,Anonymised,420.204,3,Anonymised,1,1,3,2,1,2,400,1,£1.00,1,0,1,0,11,8,8,4,9,9,9,4,4,0,0,0,5,3500,8,200,1,1,1,0,42000,2,0.5,0.25,2.5,4,6,8,1,5,2.55676657584015,4,-2.38098072607483e-05,4,2,1,0.799940011997601,0.5999800039992,0.25,1,1,Female,0,0,1,3,1,1,1,705,177,0,0,0,5,10,1,10,90,2.5,1,0.6999800019998,2
200,4,Anonymised,420.204,3,Anonymised,1,1,3,2,1,2,400,1,£1.00,1,0,1,0,11,8,8,4,9,9,9,4,4,0,0,0,5,3500,8,200,1,1,1,0,42000,2,0.5,0.25,2.5,4,6,8,1,5,2.55676657584015,4,-2.38098072607483e-05,4,2,1,0.799940011997601,0.5999800039992,0.25,1,1,Female,0,0,2,2,1,1,1,706,177,0,0,0,10,40,5,50,10,0.5,1,0.6999800019998,2
200,4,Anonymised,420.204,3,Anonymised,1,1,3,2,1,2,400,1,£1.00,1,0,1,0,11,8,8,4,9,9,9,4,4,0,0,0,5,3500,8,200,1,1,1,0,42000,2,0.5,0.25,2.5,4,6,8,1,5,2.55676657584015,4,-2.38098072607483e-05,4,2,1,0.799940011997601,0.5999800039992,0.25,1,1,Female,0,0,3,3,1,1,1,707,177,0,0,0,50,40,1,5,10,0.5,1,0.6999800019998,2
200,4,Anonymised,420.204,3,Anonymised,1,1,3,2,1,2,400,1,£1.00,1,0,1,0,11,8,8,4,9,9,9,4,4,0,0,0,5,3500,8,200,1,1,1,0,42000,2,0.5,0.25,2.5,4,6,8,1,5,2.55676657584015,4,-2.38098072607483e-05,4,2,1,0.799940011997601,0.5999800039992,0.25,1,1,Female,0,0,4,3,1,1,1,708,177,0,0,0,10,10,0.5,50,40,1,1,0.6999800019998,2
209,4,Anonymised,376.111,2,Anonymised,1,0,0,4,0,0,500,5,£30.00,2,0,2,4,7,5,6,6,7,9,10,3,3,0,0,1,4,1250,10,209,1,0,30,0,15000,4,2.5,6.25,0,0,5,5,-4,4,2.55676657584015,-1,-0.00200200267067308,5,-5,5,0.5,0.5,6.25,1,0,Female,0,0,1,1,1,1,1,709,178,0,0,0,50,10,1,5,40,5,0,0.5,10
209,4,Anonymised,376.111,2,Anonymised,1,0,0,4,0,0,500,5,£30.00,2,0,2,4,7,5,6,6,7,9,10,3,3,0,0,1,4,1250,10,209,1,0,30,0,15000,4,2.5,6.25,0,0,5,5,-4,4,2.55676657584015,-1,-0.00200200267067308,5,-5,5,0.5,0.5,6.25,1,0,Female,0,0,2,1,1,1,1,710,178,0,0,0,5,90,2.5,10,10,0.5,0,0.5,10
209,4,Anonymised,376.111,2,Anonymised,1,0,0,4,0,0,500,5,£30.00,2,0,2,4,7,5,6,6,7,9,10,3,3,0,0,1,4,1250,10,209,1,0,30,0,15000,4,2.5,6.25,0,0,5,5,-4,4,2.55676657584015,-1,-0.00200200267067308,5,-5,5,0.5,0.5,6.25,1,0,Female,0,0,3,1,1,1,1,711,178,0,0,0,50,90,2.5,5,40,1,0,0.5,10
209,4,Anonymised,376.111,2,Anonymised,1,0,0,4,0,0,500,5,£30.00,2,0,2,4,7,5,6,6,7,9,10,3,3,0,0,1,4,1250,10,209,1,0,30,0,15000,4,2.5,6.25,0,0,5,5,-4,4,2.55676657584015,-1,-0.00200200267067308,5,-5,5,0.5,0.5,6.25,1,0,Female,0,0,4,1,1,1,1,712,178,0,0,0,50,40,2.5,10,90,5,0,0.5,10
175,4,Anonymised,585.057,2,Anonymised,1,4,2,2,2,2,400,1,£1.00,1,0,1,0,9,7,9,7,10,10,10,3,3,1,1,1,5,2750,10,175,0,1,1,0,33000,2,0.5,0.25,0,6,9,7,0,4,2.55676657584015,0,-3.03034894491456e-05,3,1,1,0.6999600079984,0.899920015996801,0.25,1,1,Male,1,0,1,3,1,1,1,713,179,0,0,0,5,10,1,10,90,2.5,0,0.7999700029997,2
175,4,Anonymised,585.057,2,Anonymised,1,4,2,2,2,2,400,1,£1.00,1,0,1,0,9,7,9,7,10,10,10,3,3,1,1,1,5,2750,10,175,0,1,1,0,33000,2,0.5,0.25,0,6,9,7,0,4,2.55676657584015,0,-3.03034894491456e-05,3,1,1,0.6999600079984,0.899920015996801,0.25,1,1,Male,1,0,2,1,1,1,1,714,179,0,0,0,10,40,5,50,10,0.5,0,0.7999700029997,2
175,4,Anonymised,585.057,2,Anonymised,1,4,2,2,2,2,400,1,£1.00,1,0,1,0,9,7,9,7,10,10,10,3,3,1,1,1,5,2750,10,175,0,1,1,0,33000,2,0.5,0.25,0,6,9,7,0,4,2.55676657584015,0,-3.03034894491456e-05,3,1,1,0.6999600079984,0.899920015996801,0.25,1,1,Male,1,0,3,1,1,1,1,715,179,0,0,0,50,40,1,5,10,0.5,0,0.7999700029997,2
175,4,Anonymised,585.057,2,Anonymised,1,4,2,2,2,2,400,1,£1.00,1,0,1,0,9,7,9,7,10,10,10,3,3,1,1,1,5,2750,10,175,0,1,1,0,33000,2,0.5,0.25,0,6,9,7,0,4,2.55676657584015,0,-3.03034894491456e-05,3,1,1,0.6999600079984,0.899920015996801,0.25,1,1,Male,1,0,4,1,1,1,1,716,179,0,0,0,10,10,0.5,50,40,1,0,0.7999700029997,2
235,4,Anonymised,247.258,3,Anonymised,1,2,1,4,-1,2,400,3,£10.00,1,0,1,0,10,6,8,6,8,8,8,3,3,1,1,1,5,1750,10,235,0,1,10,0,21000,4,2.5,6.25,2.5,3,7,6,-3,5,2.55676657584015,0,-0.000476303890881419,6,-4,5,0.5999800039992,0.6999600079984,6.25,1,1,Male,1,0,1,3,1,1,1,717,180,0,0,0,5,10,1,10,90,2.5,1,0.64998500149985,10
235,4,Anonymised,247.258,3,Anonymised,1,2,1,4,-1,2,400,3,£10.00,1,0,1,0,10,6,8,6,8,8,8,3,3,1,1,1,5,1750,10,235,0,1,10,0,21000,4,2.5,6.25,2.5,3,7,6,-3,5,2.55676657584015,0,-0.000476303890881419,6,-4,5,0.5999800039992,0.6999600079984,6.25,1,1,Male,1,0,2,3,1,1,1,718,180,0,0,0,10,40,5,50,10,0.5,1,0.64998500149985,10
235,4,Anonymised,247.258,3,Anonymised,1,2,1,4,-1,2,400,3,£10.00,1,0,1,0,10,6,8,6,8,8,8,3,3,1,1,1,5,1750,10,235,0,1,10,0,21000,4,2.5,6.25,2.5,3,7,6,-3,5,2.55676657584015,0,-0.000476303890881419,6,-4,5,0.5999800039992,0.6999600079984,6.25,1,1,Male,1,0,3,2,1,1,1,719,180,0,0,0,50,40,1,5,10,0.5,1,0.64998500149985,10
235,4,Anonymised,247.258,3,Anonymised,1,2,1,4,-1,2,400,3,£10.00,1,0,1,0,10,6,8,6,8,8,8,3,3,1,1,1,5,1750,10,235,0,1,10,0,21000,4,2.5,6.25,2.5,3,7,6,-3,5,2.55676657584015,0,-0.000476303890881419,6,-4,5,0.5999800039992,0.6999600079984,6.25,1,1,Male,1,0,4,3,1,1,1,720,180,0,0,0,10,10,0.5,50,40,1,1,0.64998500149985,10
214,4,Anonymised,370.214,5,Anonymised,1,3,3,2,1,3,600,8,£60.00,1,0,1,0,9,7,8,7,9,10,11,4,3,0,0,1,5,1750,6,214,1,1,60,0,21000,2,0.5,0.25,2,6,8,8,1,5,2.55676657584015,0,-0.00286123228103224,4,2,1,0.799940011997601,0.799940011997601,0.25,1,1,Female,0,0,1,2,1,1,1,721,181,0,0,0,5,10,1,10,90,2.5,1,0.7999700029997,2
214,4,Anonymised,370.214,5,Anonymised,1,3,3,2,1,3,600,8,£60.00,1,0,1,0,9,7,8,7,9,10,11,4,3,0,0,1,5,1750,6,214,1,1,60,0,21000,2,0.5,0.25,2,6,8,8,1,5,2.55676657584015,0,-0.00286123228103224,4,2,1,0.799940011997601,0.799940011997601,0.25,1,1,Female,0,0,2,3,1,1,1,722,181,0,0,0,10,40,5,50,10,0.5,1,0.7999700029997,2
214,4,Anonymised,370.214,5,Anonymised,1,3,3,2,1,3,600,8,£60.00,1,0,1,0,9,7,8,7,9,10,11,4,3,0,0,1,5,1750,6,214,1,1,60,0,21000,2,0.5,0.25,2,6,8,8,1,5,2.55676657584015,0,-0.00286123228103224,4,2,1,0.799940011997601,0.799940011997601,0.25,1,1,Female,0,0,3,2,1,1,1,723,181,0,0,0,50,40,1,5,10,0.5,1,0.7999700029997,2
214,4,Anonymised,370.214,5,Anonymised,1,3,3,2,1,3,600,8,£60.00,1,0,1,0,9,7,8,7,9,10,11,4,3,0,0,1,5,1750,6,214,1,1,60,0,21000,2,0.5,0.25,2,6,8,8,1,5,2.55676657584015,0,-0.00286123228103224,4,2,1,0.799940011997601,0.799940011997601,0.25,1,1,Female,0,0,4,3,1,1,1,724,181,0,0,0,10,10,0.5,50,40,1,1,0.7999700029997,2
