"","Choice","IP","DURATION","Gender","Postcode","Ethnicity","MeanExpectedCurrent","MeanExpectedFuture","Variance","MeanExpectedBest","MeanExpectedWorst","block","design_offset","WaterBills","BidLevelFrequency","Bid","WaterBills.1","Q16_ClimateCurrentSelf","Q16_MicroplasticsCurrentEnvironment","Q16_MicroplasticsCurrentSelf","Q16_MicroplasticsTen","Q16_MicroplasticsTwentyFive","Q16_MicroplasticsFifty","Q17_PandemicEnvironment","Q17_PandemicMicroplastics","Coronavirus","Charity","Consequentiality","Education","Understanding","RID.1","CV","av_B","av_C","ID","Respondent","Performance_A","Emission_A","Price_A","Performance_B","Emission_B","Price_B","Performance_C","Emission_C","Price_C","Order"
"416",2,"9.638.53b.8",285.54,0,"Pe10 9ty",1,3,4,2,2,3,1,0,400,4,20,1,1,11,8,11,11,10,3,3,1,1,1,5,10,167,1,1,1,416,104,0,0,0,10,10,0.5,50,40,1,1
"417",3,"9f4.8b.ee.0",677.238,1,"NG5",1,4,2,2,1,5,1,0,400,10,80,2,7,11,8,10,11,6,3,3,0,0,0,5,10,101,0,1,1,417,105,0,0,0,5,10,1,10,90,2.5,1
"418",2,"9f4.8b.ee.0",677.238,1,"NG5",1,4,2,2,1,5,1,0,400,10,80,2,7,11,8,10,11,6,3,3,0,0,0,5,10,101,0,1,1,418,105,0,0,0,10,40,5,50,10,0.5,1
"419",2,"9f4.8b.ee.0",677.238,1,"NG5",1,4,2,2,1,5,1,0,400,10,80,2,7,11,8,10,11,6,3,3,0,0,0,5,10,101,0,1,1,419,105,0,0,0,50,40,1,5,10,0.5,1
"420",3,"9f4.8b.ee.0",677.238,1,"NG5",1,4,2,2,1,5,1,0,400,10,80,2,7,11,8,10,11,6,3,3,0,0,0,5,10,101,0,1,1,420,105,0,0,0,10,10,0.5,50,40,1,1
"421",3,"9d.4e6.f2.f",171.857,1,"PR5 4BD",1,2,3,1,3,3,2,4,300,2,5,1,5,6,3,6,4,7,3,3,1,1,1,5,10,209,1,1,1,421,106,0,0,0,50,10,1,5,40,5,1
"422",2,"9d.4e6.f2.f",171.857,1,"PR5 4BD",1,2,3,1,3,3,2,4,300,2,5,1,5,6,3,6,4,7,3,3,1,1,1,5,10,209,1,1,1,422,106,0,0,0,5,90,2.5,10,10,0.5,1
"423",2,"9d.4e6.f2.f",171.857,1,"PR5 4BD",1,2,3,1,3,3,2,4,300,2,5,1,5,6,3,6,4,7,3,3,1,1,1,5,10,209,1,1,1,423,106,0,0,0,50,90,2.5,5,40,1,1
"424",3,"9d.4e6.f2.f",171.857,1,"PR5 4BD",1,2,3,1,3,3,2,4,300,2,5,1,5,6,3,6,4,7,3,3,1,1,1,5,10,209,1,1,1,424,106,0,0,0,50,40,2.5,10,90,5,1
"425",2,"9.75.0865.e",338.818,0,"sl4 2qu",1,0,0,2,0,0,2,4,700,9,70,1,9,11,7,6,6,6,3,3,0,1,1,5,10,152,1,1,1,425,107,0,0,0,50,10,1,5,40,5,1
"426",2,"9.75.0865.e",338.818,0,"sl4 2qu",1,0,0,2,0,0,2,4,700,9,70,1,9,11,7,6,6,6,3,3,0,1,1,5,10,152,1,1,1,426,107,0,0,0,5,90,2.5,10,10,0.5,1
"427",3,"9.75.0865.e",338.818,0,"sl4 2qu",1,0,0,2,0,0,2,4,700,9,70,1,9,11,7,6,6,6,3,3,0,1,1,5,10,152,1,1,1,427,107,0,0,0,50,90,2.5,5,40,1,1
"428",3,"9.75.0865.e",338.818,0,"sl4 2qu",1,0,0,2,0,0,2,4,700,9,70,1,9,11,7,6,6,6,3,3,0,1,1,5,10,152,1,1,1,428,107,0,0,0,50,40,2.5,10,90,5,1
"429",3,"97d.fc.72.4",374.027,1,"GL2 2JB",1,1,0,2,-1,2,1,0,200,3,10,1,10,11,8,8,10,11,5,5,0,0,1,4,10,146,1,1,1,429,108,0,0,0,5,10,1,10,90,2.5,1
"430",3,"97d.fc.72.4",374.027,1,"GL2 2JB",1,1,0,2,-1,2,1,0,200,3,10,1,10,11,8,8,10,11,5,5,0,0,1,4,10,146,1,1,1,430,108,0,0,0,10,40,5,50,10,0.5,1
"431",3,"97d.fc.72.4",374.027,1,"GL2 2JB",1,1,0,2,-1,2,1,0,200,3,10,1,10,11,8,8,10,11,5,5,0,0,1,4,10,146,1,1,1,431,108,0,0,0,50,40,1,5,10,0.5,1
"432",2,"97d.fc.72.4",374.027,1,"GL2 2JB",1,1,0,2,-1,2,1,0,200,3,10,1,10,11,8,8,10,11,5,5,0,0,1,4,10,146,1,1,1,432,108,0,0,0,10,10,0.5,50,40,1,1
"433",1,"c40f.4c.d.8",287.962,1,"PA19 1RQ",1,3,3,2,3,3,2,4,200,1,1,1,9,10,9,10,10,10,3,3,0,0,1,3,10,179,1,1,1,433,109,0,0,0,50,10,1,5,40,5,1
"434",2,"c40f.4c.d.8",287.962,1,"PA19 1RQ",1,3,3,2,3,3,2,4,200,1,1,1,9,10,9,10,10,10,3,3,0,0,1,3,10,179,1,1,1,434,109,0,0,0,5,90,2.5,10,10,0.5,1
"435",3,"c40f.4c.d.8",287.962,1,"PA19 1RQ",1,3,3,2,3,3,2,4,200,1,1,1,9,10,9,10,10,10,3,3,0,0,1,3,10,179,1,1,1,435,109,0,0,0,50,90,2.5,5,40,1,1
"436",2,"c40f.4c.d.8",287.962,1,"PA19 1RQ",1,3,3,2,3,3,2,4,200,1,1,1,9,10,9,10,10,10,3,3,0,0,1,3,10,179,1,1,1,436,109,0,0,0,50,40,2.5,10,90,5,1
"437",3,"91.652.cb.c",556.164,1,"BA1 3LQ",1,5,4,2,4,5,2,4,400,4,20,1,11,11,11,11,11,11,4,5,0,0,1,4,10,117,1,1,1,437,110,0,0,0,50,10,1,5,40,5,1
"438",2,"91.652.cb.c",556.164,1,"BA1 3LQ",1,5,4,2,4,5,2,4,400,4,20,1,11,11,11,11,11,11,4,5,0,0,1,4,10,117,1,1,1,438,110,0,0,0,5,90,2.5,10,10,0.5,1
"439",3,"91.652.cb.c",556.164,1,"BA1 3LQ",1,5,4,2,4,5,2,4,400,4,20,1,11,11,11,11,11,11,4,5,0,0,1,4,10,117,1,1,1,439,110,0,0,0,50,90,2.5,5,40,1,1
"440",3,"91.652.cb.c",556.164,1,"BA1 3LQ",1,5,4,2,4,5,2,4,400,4,20,1,11,11,11,11,11,11,4,5,0,0,1,4,10,117,1,1,1,440,110,0,0,0,50,40,2.5,10,90,5,1
"441",3,"c3.521.7d.a",324.434,1,"NE28 9PB",1,2,3,2,0,5,2,4,300,4,20,1,8,10,9,11,11,11,3,3,0,1,0,5,10,169,1,1,1,441,111,0,0,0,50,10,1,5,40,5,1
"442",2,"c3.521.7d.a",324.434,1,"NE28 9PB",1,2,3,2,0,5,2,4,300,4,20,1,8,10,9,11,11,11,3,3,0,1,0,5,10,169,1,1,1,442,111,0,0,0,5,90,2.5,10,10,0.5,1
"443",3,"c3.521.7d.a",324.434,1,"NE28 9PB",1,2,3,2,0,5,2,4,300,4,20,1,8,10,9,11,11,11,3,3,0,1,0,5,10,169,1,1,1,443,111,0,0,0,50,90,2.5,5,40,1,1
"444",3,"c3.521.7d.a",324.434,1,"NE28 9PB",1,2,3,2,0,5,2,4,300,4,20,1,8,10,9,11,11,11,3,3,0,1,0,5,10,169,1,1,1,444,111,0,0,0,50,40,2.5,10,90,5,1
"445",1,"56.a9.455.0",396.526,0,"Ls15 9je",2,1,2,1,1,2,2,4,200,10,80,1,8,8,8,10,8,8,4,4,1,1,1,3,7,142,1,1,1,445,112,0,0,0,50,10,1,5,40,5,1
"446",2,"56.a9.455.0",396.526,0,"Ls15 9je",2,1,2,1,1,2,2,4,200,10,80,1,8,8,8,10,8,8,4,4,1,1,1,3,7,142,1,1,1,446,112,0,0,0,5,90,2.5,10,10,0.5,1
"447",2,"56.a9.455.0",396.526,0,"Ls15 9je",2,1,2,1,1,2,2,4,200,10,80,1,8,8,8,10,8,8,4,4,1,1,1,3,7,142,1,1,1,447,112,0,0,0,50,90,2.5,5,40,1,1
"448",2,"56.a9.455.0",396.526,0,"Ls15 9je",2,1,2,1,1,2,2,4,200,10,80,1,8,8,8,10,8,8,4,4,1,1,1,3,7,142,1,1,1,448,112,0,0,0,50,40,2.5,10,90,5,1
"449",2,"9f.4aa.b5.e",223.838,1,"TA21 9BU",1,2,2,1,2,2,1,0,300,9,70,2,9,8,6,8,7,8,4,3,1,0,1,5,9,205,0,1,1,449,113,0,0,0,5,10,1,10,90,2.5,1
"450",2,"9f.4aa.b5.e",223.838,1,"TA21 9BU",1,2,2,1,2,2,1,0,300,9,70,2,9,8,6,8,7,8,4,3,1,0,1,5,9,205,0,1,1,450,113,0,0,0,10,40,5,50,10,0.5,1
"451",3,"9f.4aa.b5.e",223.838,1,"TA21 9BU",1,2,2,1,2,2,1,0,300,9,70,2,9,8,6,8,7,8,4,3,1,0,1,5,9,205,0,1,1,451,113,0,0,0,50,40,1,5,10,0.5,1
"452",2,"9f.4aa.b5.e",223.838,1,"TA21 9BU",1,2,2,1,2,2,1,0,300,9,70,2,9,8,6,8,7,8,4,3,1,0,1,5,9,205,0,1,1,452,113,0,0,0,10,10,0.5,50,40,1,1
"453",2,"14.224b.9.6",432.636,0,"E15 1RL",4,3,4,3,4,3,2,4,600,4,20,1,11,11,10,11,11,11,4,4,1,0,1,5,10,136,1,1,1,453,114,0,0,0,50,10,1,5,40,5,1
"454",2,"14.224b.9.6",432.636,0,"E15 1RL",4,3,4,3,4,3,2,4,600,4,20,1,11,11,10,11,11,11,4,4,1,0,1,5,10,136,1,1,1,454,114,0,0,0,5,90,2.5,10,10,0.5,1
"455",2,"14.224b.9.6",432.636,0,"E15 1RL",4,3,4,3,4,3,2,4,600,4,20,1,11,11,10,11,11,11,4,4,1,0,1,5,10,136,1,1,1,455,114,0,0,0,50,90,2.5,5,40,1,1
"456",2,"14.224b.9.6",432.636,0,"E15 1RL",4,3,4,3,4,3,2,4,600,4,20,1,11,11,10,11,11,11,4,4,1,0,1,5,10,136,1,1,1,456,114,0,0,0,50,40,2.5,10,90,5,1
"457",3,"c32.bf3.c.7",495.39,0,"KA25 6Eq",1,3,4,2,4,4,1,0,0,4,20,NA,8,9,9,10,10,10,3,3,1,0,1,4,10,124,1,1,1,457,115,0,0,0,5,10,1,10,90,2.5,1
"458",2,"c32.bf3.c.7",495.39,0,"KA25 6Eq",1,3,4,2,4,4,1,0,0,4,20,NA,8,9,9,10,10,10,3,3,1,0,1,4,10,124,1,1,1,458,115,0,0,0,10,40,5,50,10,0.5,1
"459",3,"c32.bf3.c.7",495.39,0,"KA25 6Eq",1,3,4,2,4,4,1,0,0,4,20,NA,8,9,9,10,10,10,3,3,1,0,1,4,10,124,1,1,1,459,115,0,0,0,50,40,1,5,10,0.5,1
"460",2,"c32.bf3.c.7",495.39,0,"KA25 6Eq",1,3,4,2,4,4,1,0,0,4,20,NA,8,9,9,10,10,10,3,3,1,0,1,4,10,124,1,1,1,460,115,0,0,0,10,10,0.5,50,40,1,1
"461",3,"4bb.2b3.1.c",962.884,1,"DH1 4PR",1,3,2,1,2,2,2,4,1000,3,10,1,11,11,11,11,11,11,5,4,1,1,1,4,10,68,1,1,1,461,116,0,0,0,50,10,1,5,40,5,1
"462",2,"4bb.2b3.1.c",962.884,1,"DH1 4PR",1,3,2,1,2,2,2,4,1000,3,10,1,11,11,11,11,11,11,5,4,1,1,1,4,10,68,1,1,1,462,116,0,0,0,5,90,2.5,10,10,0.5,1
"463",2,"4bb.2b3.1.c",962.884,1,"DH1 4PR",1,3,2,1,2,2,2,4,1000,3,10,1,11,11,11,11,11,11,5,4,1,1,1,4,10,68,1,1,1,463,116,0,0,0,50,90,2.5,5,40,1,1
"464",2,"4bb.2b3.1.c",962.884,1,"DH1 4PR",1,3,2,1,2,2,2,4,1000,3,10,1,11,11,11,11,11,11,5,4,1,1,1,4,10,68,1,1,1,464,116,0,0,0,50,40,2.5,10,90,5,1
"465",1,"57c5.92.0.3",286.304,1,"ex328jt",1,4,5,1,1,1,1,0,800,7,50,2,6,6,6,6,6,6,3,3,1,0,1,2,6,187,0,1,1,465,117,0,0,0,5,10,1,10,90,2.5,1
"466",1,"57c5.92.0.3",286.304,1,"ex328jt",1,4,5,1,1,1,1,0,800,7,50,2,6,6,6,6,6,6,3,3,1,0,1,2,6,187,0,1,1,466,117,0,0,0,10,40,5,50,10,0.5,1
"467",1,"57c5.92.0.3",286.304,1,"ex328jt",1,4,5,1,1,1,1,0,800,7,50,2,6,6,6,6,6,6,3,3,1,0,1,2,6,187,0,1,1,467,117,0,0,0,50,40,1,5,10,0.5,1
"468",1,"57c5.92.0.3",286.304,1,"ex328jt",1,4,5,1,1,1,1,0,800,7,50,2,6,6,6,6,6,6,3,3,1,0,1,2,6,187,0,1,1,468,117,0,0,0,10,10,0.5,50,40,1,1
"469",3,"9.7f00.b2.2",388.748,1,"NR25 6QH",1,4,3,2,4,3,2,4,200,3,10,1,9,10,10,10,11,11,4,3,1,1,1,3,8,150,1,1,1,469,118,0,0,0,50,10,1,5,40,5,1
"470",2,"9.7f00.b2.2",388.748,1,"NR25 6QH",1,4,3,2,4,3,2,4,200,3,10,1,9,10,10,10,11,11,4,3,1,1,1,3,8,150,1,1,1,470,118,0,0,0,5,90,2.5,10,10,0.5,1
"471",3,"9.7f00.b2.2",388.748,1,"NR25 6QH",1,4,3,2,4,3,2,4,200,3,10,1,9,10,10,10,11,11,4,3,1,1,1,3,8,150,1,1,1,471,118,0,0,0,50,90,2.5,5,40,1,1
"472",3,"9.7f00.b2.2",388.748,1,"NR25 6QH",1,4,3,2,4,3,2,4,200,3,10,1,9,10,10,10,11,11,4,3,1,1,1,3,8,150,1,1,1,472,118,0,0,0,50,40,2.5,10,90,5,1
"473",2,"97c.20.16.2",675.085,1,"NN10",1,2,4,2,4,4,2,4,600,10,80,1,11,9,9,11,11,11,3,3,0,1,0,5,10,107,1,1,1,473,119,0,0,0,50,10,1,5,40,5,1
"474",2,"97c.20.16.2",675.085,1,"NN10",1,2,4,2,4,4,2,4,600,10,80,1,11,9,9,11,11,11,3,3,0,1,0,5,10,107,1,1,1,474,119,0,0,0,5,90,2.5,10,10,0.5,1
"475",2,"97c.20.16.2",675.085,1,"NN10",1,2,4,2,4,4,2,4,600,10,80,1,11,9,9,11,11,11,3,3,0,1,0,5,10,107,1,1,1,475,119,0,0,0,50,90,2.5,5,40,1,1
"476",3,"97c.20.16.2",675.085,1,"NN10",1,2,4,2,4,4,2,4,600,10,80,1,11,9,9,11,11,11,3,3,0,1,0,5,10,107,1,1,1,476,119,0,0,0,50,40,2.5,10,90,5,1
"477",1,"7.1.5005e.0",512.141,1,"IP311JU",4,4,5,2,5,4,2,4,600,8,60,2,11,11,10,11,11,8,4,4,0,1,0,3,8,121,0,1,1,477,120,0,0,0,50,10,1,5,40,5,1
"478",2,"7.1.5005e.0",512.141,1,"IP311JU",4,4,5,2,5,4,2,4,600,8,60,2,11,11,10,11,11,8,4,4,0,1,0,3,8,121,0,1,1,478,120,0,0,0,5,90,2.5,10,10,0.5,1
"479",2,"7.1.5005e.0",512.141,1,"IP311JU",4,4,5,2,5,4,2,4,600,8,60,2,11,11,10,11,11,8,4,4,0,1,0,3,8,121,0,1,1,479,120,0,0,0,50,90,2.5,5,40,1,1
"480",1,"7.1.5005e.0",512.141,1,"IP311JU",4,4,5,2,5,4,2,4,600,8,60,2,11,11,10,11,11,8,4,4,0,1,0,3,8,121,0,1,1,480,120,0,0,0,50,40,2.5,10,90,5,1
"481",2,"975.7e.e1.9",418.587,1,"Le67 4bl",1,2,2,1,2,2,2,4,0,8,60,NA,9,9,9,10,10,10,3,3,0,1,1,4,10,141,1,1,1,481,121,0,0,0,50,10,1,5,40,5,1
"482",2,"975.7e.e1.9",418.587,1,"Le67 4bl",1,2,2,1,2,2,2,4,0,8,60,NA,9,9,9,10,10,10,3,3,0,1,1,4,10,141,1,1,1,482,121,0,0,0,5,90,2.5,10,10,0.5,1
"483",2,"975.7e.e1.9",418.587,1,"Le67 4bl",1,2,2,1,2,2,2,4,0,8,60,NA,9,9,9,10,10,10,3,3,0,1,1,4,10,141,1,1,1,483,121,0,0,0,50,90,2.5,5,40,1,1
"484",2,"975.7e.e1.9",418.587,1,"Le67 4bl",1,2,2,1,2,2,2,4,0,8,60,NA,9,9,9,10,10,10,3,3,0,1,1,4,10,141,1,1,1,484,121,0,0,0,50,40,2.5,10,90,5,1
"485",3,"5.2d9c.18.2",404.644,0,"ss39le",1,4,1,3,1,3,1,0,700,1,1,1,7,11,7,8,9,11,3,3,0,1,0,5,9,148,1,1,1,485,122,0,0,0,5,10,1,10,90,2.5,1
"486",1,"5.2d9c.18.2",404.644,0,"ss39le",1,4,1,3,1,3,1,0,700,1,1,1,7,11,7,8,9,11,3,3,0,1,0,5,9,148,1,1,1,486,122,0,0,0,10,40,5,50,10,0.5,1
"487",2,"5.2d9c.18.2",404.644,0,"ss39le",1,4,1,3,1,3,1,0,700,1,1,1,7,11,7,8,9,11,3,3,0,1,0,5,9,148,1,1,1,487,122,0,0,0,50,40,1,5,10,0.5,1
"488",1,"5.2d9c.18.2",404.644,0,"ss39le",1,4,1,3,1,3,1,0,700,1,1,1,7,11,7,8,9,11,3,3,0,1,0,5,9,148,1,1,1,488,122,0,0,0,10,10,0.5,50,40,1,1
"489",2,"c3.5.68b2.5",363.006,1,"PE37",1,2,3,2,3,4,2,4,200,4,20,1,7,10,8,7,9,10,5,5,0,0,1,3,9,164,1,1,1,489,123,0,0,0,50,10,1,5,40,5,1
"490",2,"c3.5.68b2.5",363.006,1,"PE37",1,2,3,2,3,4,2,4,200,4,20,1,7,10,8,7,9,10,5,5,0,0,1,3,9,164,1,1,1,490,123,0,0,0,5,90,2.5,10,10,0.5,1
"491",2,"c3.5.68b2.5",363.006,1,"PE37",1,2,3,2,3,4,2,4,200,4,20,1,7,10,8,7,9,10,5,5,0,0,1,3,9,164,1,1,1,491,123,0,0,0,50,90,2.5,5,40,1,1
"492",1,"c3.5.68b2.5",363.006,1,"PE37",1,2,3,2,3,4,2,4,200,4,20,1,7,10,8,7,9,10,5,5,0,0,1,3,9,164,1,1,1,492,123,0,0,0,50,40,2.5,10,90,5,1
"493",1,"93.57e.45.5",301.558,1,"M43 6nl",1,1,2,2,1,2,1,0,700,4,20,1,9,7,7,8,8,8,3,3,0,0,0,5,9,191,1,1,1,493,124,0,0,0,5,10,1,10,90,2.5,1
"494",1,"93.57e.45.5",301.558,1,"M43 6nl",1,1,2,2,1,2,1,0,700,4,20,1,9,7,7,8,8,8,3,3,0,0,0,5,9,191,1,1,1,494,124,0,0,0,10,40,5,50,10,0.5,1
"495",3,"93.57e.45.5",301.558,1,"M43 6nl",1,1,2,2,1,2,1,0,700,4,20,1,9,7,7,8,8,8,3,3,0,0,0,5,9,191,1,1,1,495,124,0,0,0,50,40,1,5,10,0.5,1
"496",1,"93.57e.45.5",301.558,1,"M43 6nl",1,1,2,2,1,2,1,0,700,4,20,1,9,7,7,8,8,8,3,3,0,0,0,5,9,191,1,1,1,496,124,0,0,0,10,10,0.5,50,40,1,1
"497",3,"935.04.46.5",377.334,0,"EX12QD",1,2,0,3,1,3,1,0,0,9,70,NA,5,7,7,7,7,8,3,3,0,0,1,5,10,161,1,1,1,497,125,0,0,0,5,10,1,10,90,2.5,1
"498",1,"935.04.46.5",377.334,0,"EX12QD",1,2,0,3,1,3,1,0,0,9,70,NA,5,7,7,7,7,8,3,3,0,0,1,5,10,161,1,1,1,498,125,0,0,0,10,40,5,50,10,0.5,1
"499",3,"935.04.46.5",377.334,0,"EX12QD",1,2,0,3,1,3,1,0,0,9,70,NA,5,7,7,7,7,8,3,3,0,0,1,5,10,161,1,1,1,499,125,0,0,0,50,40,1,5,10,0.5,1
"500",1,"935.04.46.5",377.334,0,"EX12QD",1,2,0,3,1,3,1,0,0,9,70,NA,5,7,7,7,7,8,3,3,0,0,1,5,10,161,1,1,1,500,125,0,0,0,10,10,0.5,50,40,1,1
"501",3,"8c2e.20.d.f",251.288,0,"N8",1,5,5,1,4,4,1,0,200,10,80,1,7,9,10,11,11,11,4,3,0,0,0,5,10,208,1,1,1,501,126,0,0,0,5,10,1,10,90,2.5,1
"502",2,"8c2e.20.d.f",251.288,0,"N8",1,5,5,1,4,4,1,0,200,10,80,1,7,9,10,11,11,11,4,3,0,0,0,5,10,208,1,1,1,502,126,0,0,0,10,40,5,50,10,0.5,1
"503",2,"8c2e.20.d.f",251.288,0,"N8",1,5,5,1,4,4,1,0,200,10,80,1,7,9,10,11,11,11,4,3,0,0,0,5,10,208,1,1,1,503,126,0,0,0,50,40,1,5,10,0.5,1
"504",3,"8c2e.20.d.f",251.288,0,"N8",1,5,5,1,4,4,1,0,200,10,80,1,7,9,10,11,11,11,4,3,0,0,0,5,10,208,1,1,1,504,126,0,0,0,10,10,0.5,50,40,1,1
"505",3,"934.e6.5d.0",391.957,1,"Mk40",1,3,3,2,3,5,2,4,1000,2,5,1,9,10,9,10,10,10,4,3,1,1,1,5,10,160,1,1,1,505,127,0,0,0,50,10,1,5,40,5,1
"506",2,"934.e6.5d.0",391.957,1,"Mk40",1,3,3,2,3,5,2,4,1000,2,5,1,9,10,9,10,10,10,4,3,1,1,1,5,10,160,1,1,1,506,127,0,0,0,5,90,2.5,10,10,0.5,1
"507",3,"934.e6.5d.0",391.957,1,"Mk40",1,3,3,2,3,5,2,4,1000,2,5,1,9,10,9,10,10,10,4,3,1,1,1,5,10,160,1,1,1,507,127,0,0,0,50,90,2.5,5,40,1,1
"508",3,"934.e6.5d.0",391.957,1,"Mk40",1,3,3,2,3,5,2,4,1000,2,5,1,9,10,9,10,10,10,4,3,1,1,1,5,10,160,1,1,1,508,127,0,0,0,50,40,2.5,10,90,5,1
"509",2,"71.53.364.4",291.156,1,"LA45SP",1,3,3,3,3,5,2,4,300,2,5,1,7,9,7,9,11,9,5,4,0,0,1,3,10,194,1,1,1,509,128,0,0,0,50,10,1,5,40,5,1
"510",3,"71.53.364.4",291.156,1,"LA45SP",1,3,3,3,3,5,2,4,300,2,5,1,7,9,7,9,11,9,5,4,0,0,1,3,10,194,1,1,1,510,128,0,0,0,5,90,2.5,10,10,0.5,1
"511",2,"71.53.364.4",291.156,1,"LA45SP",1,3,3,3,3,5,2,4,300,2,5,1,7,9,7,9,11,9,5,4,0,0,1,3,10,194,1,1,1,511,128,0,0,0,50,90,2.5,5,40,1,1
"512",3,"71.53.364.4",291.156,1,"LA45SP",1,3,3,3,3,5,2,4,300,2,5,1,7,9,7,9,11,9,5,4,0,0,1,3,10,194,1,1,1,512,128,0,0,0,50,40,2.5,10,90,5,1
"513",3,"1.430.6ac.8",354.26,1,"PA31 8JS",1,4,5,3,5,5,1,0,100,3,10,1,11,11,11,11,11,11,3,3,0,1,1,3,10,175,1,1,1,513,129,0,0,0,5,10,1,10,90,2.5,1
"514",3,"1.430.6ac.8",354.26,1,"PA31 8JS",1,4,5,3,5,5,1,0,100,3,10,1,11,11,11,11,11,11,3,3,0,1,1,3,10,175,1,1,1,514,129,0,0,0,10,40,5,50,10,0.5,1
"515",3,"1.430.6ac.8",354.26,1,"PA31 8JS",1,4,5,3,5,5,1,0,100,3,10,1,11,11,11,11,11,11,3,3,0,1,1,3,10,175,1,1,1,515,129,0,0,0,50,40,1,5,10,0.5,1
"516",2,"1.430.6ac.8",354.26,1,"PA31 8JS",1,4,5,3,5,5,1,0,100,3,10,1,11,11,11,11,11,11,3,3,0,1,1,3,10,175,1,1,1,516,129,0,0,0,10,10,0.5,50,40,1,1
"517",3,"14.87.f0f.8",167.578,1,"Cf48 1ls",1,5,5,2,4,4,1,0,1000,10,80,1,11,11,11,11,11,11,5,5,1,0,1,5,10,237,1,1,1,517,130,0,0,0,5,10,1,10,90,2.5,1
"518",2,"14.87.f0f.8",167.578,1,"Cf48 1ls",1,5,5,2,4,4,1,0,1000,10,80,1,11,11,11,11,11,11,5,5,1,0,1,5,10,237,1,1,1,518,130,0,0,0,10,40,5,50,10,0.5,1
"519",2,"14.87.f0f.8",167.578,1,"Cf48 1ls",1,5,5,2,4,4,1,0,1000,10,80,1,11,11,11,11,11,11,5,5,1,0,1,5,10,237,1,1,1,519,130,0,0,0,50,40,1,5,10,0.5,1
"520",3,"14.87.f0f.8",167.578,1,"Cf48 1ls",1,5,5,2,4,4,1,0,1000,10,80,1,11,11,11,11,11,11,5,5,1,0,1,5,10,237,1,1,1,520,130,0,0,0,10,10,0.5,50,40,1,1
"521",1,"9d4a.1.3b.0",527.579,0,"Bn35rb",1,-1,0,2,-2,3,2,4,200,9,70,2,6,7,6,3,3,3,3,3,1,0,0,2,10,130,0,1,1,521,131,0,0,0,50,10,1,5,40,5,1
"522",1,"9d4a.1.3b.0",527.579,0,"Bn35rb",1,-1,0,2,-2,3,2,4,200,9,70,2,6,7,6,3,3,3,3,3,1,0,0,2,10,130,0,1,1,522,131,0,0,0,5,90,2.5,10,10,0.5,1
"523",3,"9d4a.1.3b.0",527.579,0,"Bn35rb",1,-1,0,2,-2,3,2,4,200,9,70,2,6,7,6,3,3,3,3,3,1,0,0,2,10,130,0,1,1,523,131,0,0,0,50,90,2.5,5,40,1,1
"524",1,"9d4a.1.3b.0",527.579,0,"Bn35rb",1,-1,0,2,-2,3,2,4,200,9,70,2,6,7,6,3,3,3,3,3,1,0,0,2,10,130,0,1,1,524,131,0,0,0,50,40,2.5,10,90,5,1
"525",3,"7d5.7.da7.d",266.914,1,"bt79 7nd",1,2,3,4,2,2,2,4,0,7,50,NA,8,7,7,7,7,7,3,3,1,1,0,5,6,211,1,1,1,525,132,0,0,0,50,10,1,5,40,5,1
"526",2,"7d5.7.da7.d",266.914,1,"bt79 7nd",1,2,3,4,2,2,2,4,0,7,50,NA,8,7,7,7,7,7,3,3,1,1,0,5,6,211,1,1,1,526,132,0,0,0,5,90,2.5,10,10,0.5,1
"527",3,"7d5.7.da7.d",266.914,1,"bt79 7nd",1,2,3,4,2,2,2,4,0,7,50,NA,8,7,7,7,7,7,3,3,1,1,0,5,6,211,1,1,1,527,132,0,0,0,50,90,2.5,5,40,1,1
"528",3,"7d5.7.da7.d",266.914,1,"bt79 7nd",1,2,3,4,2,2,2,4,0,7,50,NA,8,7,7,7,7,7,3,3,1,1,0,5,6,211,1,1,1,528,132,0,0,0,50,40,2.5,10,90,5,1
"529",3,"f259.f3.4.8",389.959,0,"M419WG",4,3,2,1,2,2,1,0,0,6,40,NA,1,8,8,8,8,8,5,3,1,0,1,3,10,170,1,1,1,529,133,0,0,0,5,10,1,10,90,2.5,1
"530",3,"f259.f3.4.8",389.959,0,"M419WG",4,3,2,1,2,2,1,0,0,6,40,NA,1,8,8,8,8,8,5,3,1,0,1,3,10,170,1,1,1,530,133,0,0,0,10,40,5,50,10,0.5,1
"531",3,"f259.f3.4.8",389.959,0,"M419WG",4,3,2,1,2,2,1,0,0,6,40,NA,1,8,8,8,8,8,5,3,1,0,1,3,10,170,1,1,1,531,133,0,0,0,50,40,1,5,10,0.5,1
"532",3,"f259.f3.4.8",389.959,0,"M419WG",4,3,2,1,2,2,1,0,0,6,40,NA,1,8,8,8,8,8,5,3,1,0,1,3,10,170,1,1,1,532,133,0,0,0,10,10,0.5,50,40,1,1
"533",1,"992.4.550.e",421.663,1,"pa4 0ap",1,0,0,4,1,3,2,4,0,1,1,NA,4,8,4,8,9,10,3,3,0,0,0,5,10,162,1,1,1,533,134,0,0,0,50,10,1,5,40,5,1
"534",3,"992.4.550.e",421.663,1,"pa4 0ap",1,0,0,4,1,3,2,4,0,1,1,NA,4,8,4,8,9,10,3,3,0,0,0,5,10,162,1,1,1,534,134,0,0,0,5,90,2.5,10,10,0.5,1
