"","RID","DURATION","Gender","AgeBracket","Ethnicity","MeanExpectedCurrent","MeanExpectedFuture","Variance","MeanExpectedBest","MeanExpectedWorst","block","design_offset","WaterBills","BidLevelFrequency","Bid","WaterBills.1","CouncilTax","Q16_ClimateCurrentEnvironment","Q16_ClimateCurrentSelf","Q16_MicroplasticsCurrentEnvironment","Q16_MicroplasticsCurrentSelf","Q16_MicroplasticsTen","Q16_MicroplasticsTwentyFive","Q16_MicroplasticsFifty","Q17_PandemicEnvironment","Q17_PandemicMicroplastics","Coronavirus","Charity","Consequentiality","Education","Income","Understanding","RID.1","Choice_1","Choice_2","Choice_3","Choice_4","A1X1_1","A1X1_2","A1X1_3","A1X1_4","A1X2_1","A1X2_2","A1X2_3","A1X2_4","A1X3_1","A1X3_2","A1X3_3","A1X3_4","A2X1_1","A2X1_2","A2X1_3","A2X1_4","A2X2_1","A2X2_2","A2X2_3","A2X2_4","A2X3_1","A2X3_2","A2X3_3","A2X3_4","A3X1_1","A3X1_2","A3X1_3","A3X1_4","A3X2_1","A3X2_2","A3X2_3","A3X2_4","A3X3_1","A3X3_2","A3X3_3","A3X3_4","CV","Order","Transform1","WhatWillScienceSay","VarianceUpperBound","VarianceLowerBound","EstimatedVariance","ModelWTP","b_Price.ID","b_Price.post.mean","b_Price.post.sd","b_Performance_10.ID","b_Performance_10.post.mean","b_Performance_10.post.sd","b_Performance_50.ID","b_Performance_50.post.mean","b_Performance_50.post.sd","b_Emissions_40.ID","b_Emissions_40.post.mean","b_Emissions_40.post.sd","b_Emissions_90.ID","b_Emissions_90.post.mean","b_Emissions_90.post.sd"
"112",142,396.526,0,1,2,1,2,1,1,2,2,4,200,10,80,1,NA,11,8,8,8,10,8,8,4,4,1,1,1,3,3500,7,142,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0231224174208543,2,0,0,0,101.568652875555,112,-0.39303668848779,0.521356154118128,112,1.31164083823188,0.157322163642931,112,0.44997097225312,0.361100006009904,112,-0.555180446452144,0.616853354923465,112,-1.89388611461693,0.440958492857791
"113",205,223.838,1,1,1,2,2,1,2,2,1,0,300,9,70,2,NA,11,9,8,6,8,7,8,4,3,1,0,1,5,3500,9,205,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.0202027073175195,2,0,0,0,102.11598455293,113,-0.0568401725264445,0.0989082214094203,113,1.31515130907829,0.161973835646733,113,0.420796487646972,0.383580859963509,113,-0.595701520802798,0.671722282323684,113,-1.77441720124454,0.407145479178075
"114",136,432.636,0,3,4,3,4,3,4,3,2,4,600,4,20,1,NA,11,11,11,10,11,11,11,4,4,1,0,1,5,3500,10,136,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00573067470898498,4,3,3,0.5625,123.297427349619,114,-0.19153504887069,0.293121375779579,114,1.31119106646114,0.171848238913998,114,0.391659922513132,0.368300582726719,114,-0.536101492796474,0.628762188948253,114,-1.83919297642472,0.409620338154083
"115",124,495.39,0,4,1,3,4,2,4,4,1,0,0,4,20,NA,1,9,8,9,9,10,10,10,3,3,1,0,1,4,4500,10,124,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00445435034938031,4,1,1,0.0625,122.861122205384,115,-0.0603948249321173,0.101960672623494,115,1.31309170532956,0.165383715863437,115,0.434055147300326,0.371477651069574,115,-0.513780823751858,0.6465191403725,115,-1.82366211481859,0.414756377870399
"116",68,962.884,1,1,1,3,2,1,2,2,2,4,1000,3,10,1,NA,11,11,11,11,11,11,11,5,4,1,1,1,4,750,10,68,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0134230203321407,2,0,0,0,103.390424875528,116,-0.0662205251639758,0.115981939679156,116,1.30491429247902,0.165170627341427,116,0.431527940842466,0.381010555883794,116,-0.562711450175653,0.648359068644204,116,-1.81040629162459,0.403964807490528
"117",187,286.304,1,2,1,4,5,1,1,1,1,0,800,7,50,2,NA,6,6,6,6,6,6,6,3,3,1,0,1,2,750,6,187,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.0689928714869514,5,0,0,0,119.075724036335,117,-26.6984655381764,34.6916307122161,117,1.31300244859604,0.168845727060274,117,0.491461937960683,0.311351338063524,117,-0.277220531645102,0.541554311795952,117,-1.69142394732885,0.311093082626083
"118",150,388.748,1,5,1,4,3,2,4,3,2,4,200,3,10,1,NA,10,9,10,10,10,11,11,4,3,1,1,1,3,2250,8,150,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00445435034938031,3,1,1,0.0625,113.922424270611,118,-0.0608782039334227,0.102976558998709,118,1.30552010114825,0.166178790804985,118,0.398227015505763,0.370799717788385,118,-0.545690730030174,0.664861218903241,118,-1.83042307181043,0.417808209561036
"119",107,675.085,1,5,1,2,4,2,4,4,2,4,600,10,80,1,NA,11,11,9,9,11,11,11,3,3,0,1,0,5,2500,10,107,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0325231917055601,4,1,1,0.0625,117.353108112709,119,-0.129683471370982,0.230056119402686,119,1.29932171012929,0.167129514491061,119,0.411277683493542,0.362467377619279,119,-0.479467759156492,0.64759665461311,119,-1.8450380161463,0.418576124632214
"120",121,512.141,1,3,4,4,5,2,5,4,2,4,600,8,60,2,NA,11,11,11,10,11,11,8,4,4,0,1,0,3,3500,8,121,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,-0.017291497110061,5,1,1,0.0625,129.386736827119,120,-11.7880631484594,23.9818213004074,120,1.26947299279025,0.135719047866819,120,0.318380663751551,0.46287749411429,120,-0.39451197458409,0.512077636741592,120,-2.20744033614045,0.396101723776809
"121",141,418.587,1,2,1,2,2,1,2,2,2,4,0,8,60,NA,1,10,9,9,9,10,10,10,3,3,0,1,1,4,1750,10,141,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0348872590004405,2,0,0,0,99.3726435912016,121,-0.17733660525558,0.292217369350494,121,1.30878488630005,0.162658327774026,121,0.422912071798282,0.381758983449047,121,-0.552420176426614,0.656881028652529,121,-1.84881998814383,0.414456800425619
"122",148,404.644,0,3,1,4,1,3,1,3,1,0,700,1,1,1,NA,11,7,11,7,8,9,11,3,3,0,1,0,5,2750,9,148,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.000363702495371245,1,3,3,0.5625,98.0230654484491,122,-4.69680600241464,6.37802767071063,122,1.29666848205449,0.170888520994637,122,0.199214834577036,0.404738333569073,122,-0.842551769736692,0.527244872723509,122,-2.09996443233169,0.418131608268941
"123",164,363.006,1,1,1,2,3,2,3,4,2,4,200,4,20,1,NA,9,7,10,8,7,9,10,5,5,0,0,1,3,1750,9,164,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0114943794257351,3,1,1,0.0625,112.561438010085,123,-0.750884135535045,0.790763205415349,123,1.31969514691401,0.157516972897255,123,0.366024906199929,0.386981739281523,123,-0.346674782804258,0.669641420080374,123,-1.90387127135191,0.432318414629296
"124",191,301.558,1,1,1,1,2,2,1,2,1,0,700,4,20,1,NA,10,9,7,7,8,8,8,3,3,0,0,0,5,5000,9,191,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00400802139753882,2,1,1,0.0625,105.25075381182,124,-3.5594698827533,2.27542048189899,124,1.30422680307024,0.149687213160716,124,0.177262655678741,0.316849183144432,124,-0.267520336103994,0.490058195605133,124,-1.61676563585942,0.363741124972416
"125",161,377.334,0,1,1,2,0,3,1,3,1,0,0,9,70,NA,1,9,5,7,7,7,7,8,3,3,0,0,1,5,2750,10,161,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0257841171557147,0,3,3,0.5625,85.1607209240283,125,-2.11442273871,1.27547462639295,125,1.30525698580993,0.161389270605328,125,0.248806212167826,0.370954193889916,125,-0.239859304504316,0.580154146120248,125,-1.98994217081632,0.370007391343845
"126",208,251.288,0,1,1,5,5,1,4,4,1,0,200,10,80,1,NA,10,7,9,10,11,11,11,4,3,0,0,0,5,4500,10,208,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0179377006866673,5,0,0,0,129.170825664655,126,-0.0652814044783441,0.123765795727007,126,1.29559671687475,0.161373417767123,126,0.427753881583402,0.387330781369802,126,-0.595897686779356,0.670795325363794,126,-1.8094495588067,0.424385838344788
"127",160,391.957,1,1,1,3,3,2,3,5,2,4,1000,2,5,1,NA,11,9,10,9,10,10,10,4,3,1,1,1,5,2250,10,160,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00222469502211116,3,1,1,0.0625,114.354370403809,127,-0.0596494236085728,0.101010789937809,127,1.29673410121605,0.158823215703855,127,0.416506482150289,0.385576787822576,127,-0.565127720581085,0.67086881272045,127,-1.78446229348952,0.429855925550259
"128",194,291.156,1,2,1,3,3,3,3,5,2,4,300,2,5,1,NA,10,7,9,7,9,11,9,5,4,0,0,1,3,1750,10,194,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00286123228103223,3,3,3,0.5625,114.907162661032,128,-0.127253041089858,0.206935437847293,128,1.30935295026365,0.159258063345218,128,0.397879072294745,0.368749839164096,128,-0.488453031056316,0.680957721725774,128,-1.80957024508554,0.425576587590721
"129",175,354.26,1,4,1,4,5,3,5,5,1,0,100,3,10,1,NA,11,11,11,11,11,11,11,3,3,0,1,1,3,1250,10,175,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00803217169726427,5,3,3,0.5625,131.935685355583,129,-0.183939456623418,0.296209230624855,129,1.29696375768403,0.16488180616531,129,0.435865827255034,0.379659828872803,129,-0.483923932577272,0.651199719241921,129,-1.82906598027413,0.397114386749336
"130",237,167.578,1,2,1,5,5,2,4,4,1,0,1000,10,80,1,NA,11,11,11,11,11,11,11,5,5,1,0,1,5,3500,10,237,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0231224174208543,5,1,1,0.0625,128.224141513189,130,-0.0681982601252378,0.123131232494785,130,1.30790151856759,0.158564081338546,130,0.446734502756269,0.36924195396185,130,-0.604667382709447,0.683538047097735,130,-1.81475494569808,0.426098698946414
"131",130,527.579,0,3,1,-1,0,2,-2,3,2,4,200,9,70,2,NA,8,6,7,6,3,3,3,3,3,1,0,0,2,2250,10,130,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,-0.0316053394153311,0,1,1,0.0625,83.5272856733375,131,-14.8811898123581,13.9928359594517,131,1.3090852107295,0.189291196893899,131,0.230671872279263,0.297175024438235,131,-1.14604216490372,0.430764684783124,131,-1.66260016986266,0.396664177520508
"132",211,266.914,1,1,1,2,3,4,2,2,2,4,0,7,50,NA,1,11,8,7,7,7,7,7,3,3,1,1,0,5,4500,6,211,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0111733005981252,3,5,5,1.5625,114.647465338769,132,-0.0554151577585747,0.098695877323749,132,1.30791799256194,0.155846737852876,132,0.401315749218418,0.382942853106209,132,-0.548204854013799,0.653174277484185,132,-1.81678869740722,0.413634550777288
"133",170,389.959,0,1,4,3,2,1,2,2,1,0,0,6,40,NA,1,11,1,8,8,8,8,8,5,3,1,0,1,3,2500,10,170,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0161293819298836,2,0,0,0,102.881100390963,133,-0.189817219288052,0.304426751132891,133,1.30938805435131,0.166051590597289,133,0.418992054575882,0.379525278797785,133,-0.529242324267826,0.658784037514873,133,-1.84258173159296,0.407892001346386
"134",162,421.663,1,2,1,0,0,4,1,3,2,4,0,1,1,NA,1,9,4,8,4,8,9,10,3,3,0,0,0,5,1750,10,162,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.000571591898957653,0,5,5,1.5625,90.900317729414,134,-2.31555221956834,1.4476914627568,134,1.307959429198,0.158269722827431,134,0.478524994957289,0.387765326691296,134,-0.858731173968857,0.569866028180725,134,-1.62832649912406,0.381670855910938
"135",192,325.986,1,3,1,3,4,2,3,4,1,0,400,10,80,1,NA,10,9,10,9,10,10,10,3,3,1,1,1,5,2750,10,192,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0295224392663217,4,1,1,0.0625,117.938989918904,135,-0.0625587013192639,0.109781078856069,135,1.31306387983779,0.162525690088358,135,0.452204488858367,0.356823994999474,135,-0.544970085406413,0.63769731195761,135,-1.80282863375958,0.416892257224352
"136",186,357.086,1,4,1,5,5,3,5,5,1,0,500,7,50,2,NA,11,11,11,11,10,8,8,3,3,0,0,1,4,3500,10,186,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.0143887374520996,5,3,3,0.5625,130.663227495038,136,-93.5688361774639,532.84275071596,136,1.28880918210564,0.168741532831273,136,0.455001732501978,0.332669247735567,136,-0.353733983567212,0.604380606446052,136,-1.76752278960758,0.357680331766535
"137",198,326.579,1,2,1,2,2,3,2,2,2,4,500,8,60,2,NA,11,11,10,10,10,10,10,3,3,1,0,1,4,2250,10,198,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,-0.0270286723879193,2,3,3,0.5625,101.571714104245,137,-0.972476660461988,0.866623783087543,137,1.30304717756878,0.160649486248713,137,0.384385883529889,0.377922304631295,137,-0.580738282997101,0.609364335505754,137,-1.68385988565074,0.371450701480032
"138",176,396.019,0,3,1,2,1,4,0,5,1,0,0,6,40,NA,1,9,7,8,6,8,9,10,3,3,0,0,0,5,2250,10,176,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0179377006866673,1,5,5,1.5625,96.066574335728,138,-0.186191616771337,0.292249081234958,138,1.30313243625515,0.16319161386657,138,0.409806678756846,0.370499852944256,138,-0.483588739503906,0.642532233836763,138,-1.82238363870151,0.415405367878404
"139",151,471.288,1,4,1,2,2,2,3,2,1,0,400,7,50,1,NA,9,6,9,6,9,10,10,3,3,0,0,1,4,2500,10,151,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0202027073175195,2,1,1,0.0625,102.197767008022,139,-0.486553566383682,0.568141888595416,139,1.30788243850252,0.158797632588231,139,0.406618911350481,0.397134572030639,139,-0.387218194748171,0.671631255585955,139,-1.75945646571217,0.425957919550268
"140",183,389.706,0,3,1,2,0,2,1,0,2,4,500,4,20,1,NA,8,8,8,8,8,9,9,3,3,0,0,1,3,3500,8,183,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00573067470898498,0,1,1,0.0625,88.0976782836885,140,-2.28607886199828,1.60668490123458,140,1.3052353057543,0.167673449190686,140,0.454491453584233,0.375137778159683,140,-0.80503382169856,0.591212342428779,140,-1.61682817063388,0.345906188094578
"141",210,322.27,1,4,1,3,4,3,1,1,1,0,500,8,60,1,NA,11,9,8,8,9,9,10,4,3,0,1,1,4,2750,10,210,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0220597180647322,4,3,3,0.5625,120.082942007063,141,-0.449481351565692,0.533453354826757,141,1.30844877104148,0.166902877766556,141,0.427038100551963,0.381114702377891,141,-0.425483114949805,0.640347985211481,141,-1.76697742166194,0.415455284742101
"142",196,370.236,1,2,1,1,1,3,2,2,2,4,100,10,80,1,NA,11,2,7,2,10,10,10,3,3,1,1,0,5,1750,9,196,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0467921615067589,1,3,3,0.5625,89.5548334482347,142,-0.055705632331408,0.100480900792599,142,1.31011532883931,0.164196250015988,142,0.39578789476706,0.36972070754793,142,-0.554194838783447,0.627133104312023,142,-1.80474889632833,0.411791592303251
"143",231,266.423,1,2,1,3,1,2,1,4,1,0,500,4,20,1,NA,11,7,11,9,9,10,11,4,3,0,1,1,5,2750,10,231,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00729930248161161,1,1,1,0.0625,96.0993433266792,143,-0.0701995922338302,0.11762596715074,143,1.31442243252917,0.166872011986087,143,0.421195038986991,0.368185933232935,143,-0.6117688994281,0.671567785226051,143,-1.82599750362524,0.413040490961227
"144",212,333.495,0,2,1,1,2,3,0,0,1,0,600,6,40,1,NA,8,2,9,4,6,7,8,3,3,1,1,1,3,5000,8,212,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00803217169726427,2,3,3,0.5625,105.1490092203,144,-0.182991912364769,0.298193520986296,144,1.30087732070719,0.159256793624884,144,0.422268679917242,0.379424139638788,144,-0.637629970959039,0.670549520376965,144,-1.78003362002813,0.41859816612716
"145",165,471.251,1,2,1,1,3,2,1,4,2,4,300,5,30,1,NA,11,6,7,4,9,10,11,4,3,0,0,0,4,4500,10,165,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00668898815079665,3,1,1,0.0625,113.489948045001,145,-0.23615321162035,0.385936747582047,145,1.30630530800551,0.166375397698957,145,0.416014350900565,0.382029591523828,145,-0.581615003537602,0.662922471071817,145,-1.77094901647078,0.434330759074522
"146",222,298.555,1,1,1,5,4,2,3,4,2,4,500,7,50,1,NA,11,11,11,11,11,11,11,4,4,1,0,1,5,3500,10,222,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0143887374520996,4,1,1,0.0625,120.904711997225,146,-0.12720703765167,0.220747283825837,146,1.30535739462289,0.166591919404007,146,0.402607383092709,0.384313085972375,146,-0.494525707261489,0.665180167682632,146,-1.87431014565575,0.412045099640557
"147",156,489.288,1,4,1,3,3,3,3,3,2,4,300,6,40,2,NA,9,7,9,7,9,10,11,3,3,1,0,1,3,2250,10,156,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,-0.0179377006866673,3,3,3,0.5625,111.99118653508,147,-0.780609647439893,0.751497133256686,147,1.29677604399411,0.157684050530417,147,0.495917639768101,0.401308502747103,147,-0.60698844814536,0.596832677365588,147,-1.72722309246499,0.389625045542589
"148",171,467.905,1,2,1,2,2,2,1,3,2,4,700,3,10,1,NA,7,1,3,1,5,8,8,3,3,1,0,0,4,4500,7,171,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00222469502211116,2,1,1,0.0625,105.588599298907,148,-0.881574017754957,0.822579369471286,148,1.29058793974184,0.160701972601139,148,0.435638288155442,0.375316582126978,148,-0.594195053568267,0.648833062159981,148,-1.71303894352599,0.415387101250347
"149",154,506.894,1,2,1,2,1,2,-2,3,2,4,400,4,20,2,NA,7,7,8,7,7,7,7,3,3,1,0,1,5,2250,9,154,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,-0.00892863074430132,1,1,1,0.0625,95.7997593917573,149,-3.64726849245009,2.10056454933519,149,1.28420848123548,0.170356915576818,149,0.694295273096825,0.410046537154546,149,-0.218695854461333,0.607529385645195,149,-1.63948350357439,0.319577710028623
"150",220,324.406,1,3,2,3,4,2,2,5,2,4,600,1,1,1,NA,11,9,11,10,11,10,9,3,3,0,0,1,5,2500,10,220,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.000400080021339691,4,1,1,0.0625,123.661646304197,150,-0.0539422402457802,0.0956868375999144,150,1.30163704149345,0.161884004647028,150,0.440621333920937,0.377882416577744,150,-0.608113522938849,0.671533203063285,150,-1.81703886869757,0.418021402637651
"151",182,444.309,1,4,1,3,3,4,0,5,1,0,400,9,70,1,NA,11,11,11,11,11,11,11,4,3,1,0,1,4,2250,10,182,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0316053394153311,3,5,5,1.5625,110.702979547733,151,-0.569534376016075,0.643320925108919,151,1.29681870922083,0.166823530617014,151,0.439144033180307,0.372724337712857,151,-0.441770584531209,0.595084932550029,151,-1.84452237850586,0.419141907536363
"152",144,556.318,0,2,1,-1,1,2,2,1,2,4,300,1,1,1,NA,10,6,10,6,10,10,10,4,4,0,0,1,3,4500,10,144,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.000222246917238848,1,1,1,0.0625,97.4042248343941,152,-0.0866333923082992,0.148081073890682,152,1.30523891024728,0.175815817177522,152,0.433961891513545,0.357838572641646,152,-0.615400094645178,0.655913885606028,152,-1.77247301347871,0.415597028113531
"153",188,436.229,1,3,1,-1,1,2,1,2,1,0,300,5,30,2,NA,5,2,7,2,6,7,8,3,3,1,1,0,4,1250,10,188,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.0242926925690446,1,1,1,0.0625,92.9905022283657,153,-50.042984232396,133.311323382727,153,1.29770437825994,0.166993185039833,153,0.519000327954665,0.316964458523051,153,-0.379289904356871,0.524077674757902,153,-1.72437842161543,0.350625279449196
"154",105,850.212,1,4,1,3,3,2,3,3,2,4,400,8,60,1,NA,11,9,11,10,10,10,11,5,4,1,0,0,3,2750,10,105,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0220597180647322,3,1,1,0.0625,110.527287167008,154,-0.246021480354068,0.398364821277781,154,1.29839836960205,0.172368530527826,154,0.419284031696751,0.381849956209322,154,-0.65938606598689,0.655775598172802,154,-1.80780683614126,0.406675073329074
"155",206,392.004,1,1,1,2,1,2,2,3,1,0,400,2,5,1,NA,10,10,8,9,7,9,10,3,3,0,1,1,4,5000,10,206,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00100050033358353,1,1,1,0.0625,97.2604426664318,155,-0.431221491601806,0.555776729774211,155,1.3134032802924,0.16325772563393,155,0.435231733404567,0.389468940829393,155,-0.422481372149382,0.670858035542259,155,-1.80299290720901,0.412542525326415
"156",193,425.507,1,3,1,3,3,2,0,5,1,0,200,6,40,1,NA,11,8,11,8,10,9,8,3,3,0,0,1,5,3500,8,193,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0114943794257351,3,1,1,0.0625,112.561438010085,156,-0.0624438414785677,0.10657300526157,156,1.30743023197076,0.165876467753399,156,0.428604638123139,0.36929481969475,156,-0.602567738139911,0.635931251080601,156,-1.81549709043731,0.4309034351035
"157",132,635.255,3,2,1,3,2,2,2,5,1,0,900,5,30,2,NA,11,9,10,10,11,11,11,4,3,1,1,1,4,4500,10,132,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.00668898815079665,2,1,1,0.0625,104.743462740106,157,-0.61575189825527,0.648413267244822,157,1.31788712661079,0.164585411643191,157,0.394760689600127,0.375898211364318,157,-0.376439721284164,0.617305236631087,157,-1.8635198912805,0.412000742965804
"158",224,350.33,1,1,1,3,3,3,2,2,1,0,500,9,70,2,NA,10,9,10,10,11,11,11,4,3,0,0,0,5,1750,9,224,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.0408219945202552,3,3,3,0.5625,107.604692274344,158,-0.180305134420154,0.286218657818867,158,1.31206622313498,0.163535952382986,158,0.433060221471941,0.38020659160699,158,-0.471522129389766,0.648816963644061,158,-1.76522941244699,0.422514027646482
